,bias,center_lat,center_long,city,city_population,date,state
0,Anti-Male Homosexual,61.2180556,-149.90027780000003,TEMPE,156788.0,1996-11-07,AZ
1,Anti-Male Homosexual,64.7511111,-147.34944430000002,LAKE HAVASU CITY,34657.0,1996-02-06,AZ
2,Anti-Female Homosexual,31.085177500000004,-88.01333249999999,TUCSON,472385.0,1996-05-29,AZ
3,Anti-Male Homosexual,33.73066420000001,-87.2844473,PHOENIX,0.0,1996-06-19,AZ
4,Anti-Male Homosexual,30.820742,-88.07055559999999,BERKELEY,101250.0,1996-06-16,CA
5,Anti-Female Homosexual,33.2098407,-87.5691735,FREMONT,186186.0,1996-09-17,CA
6,Anti-Male Homosexual,34.7312005,-87.70253000000001,HAYWARD,117233.0,1996-01-20,CA
7,Anti-Male Homosexual,35.769799,-91.64097209999998,HAYWARD,117233.0,1996-08-14,CA
8,Anti-Male Homosexual,35.471472399999996,-93.46657309999999,OAKLAND,372145.0,1996-04-24,CA
9,Anti-Female Homosexual,35.0886963,-92.44210109999999,OAKLAND,372145.0,1996-08-16,CA
10,Anti-Male Homosexual,34.5442609,-91.96902840000001,OAKLAND,372145.0,1996-03-09,CA
11,Anti-Male Homosexual,36.401182500000004,-93.7379711,OAKLAND,372145.0,1996-03-12,CA
12,Anti-Female Homosexual,35.5942441,-92.2779324,OAKLAND,372145.0,1996-06-04,CA
13,Anti-Male Homosexual,36.082156,-94.1718542,OAKLAND,372145.0,1996-09-19,CA
14,Anti-Male Homosexual,36.2789578,-92.59710809999999,OAKLAND,372145.0,1996-10-12,CA
15,Anti-Male Homosexual,36.2297936,-93.1076765,BERKELEY,0.0,1996-06-01,CA
16,Anti-Female Homosexual,34.7809263,-91.5809651,BERKELEY,0.0,1996-06-28,CA
17,Anti-Female Homosexual,35.4914677,-92.03126,BERKELEY,0.0,1996-08-02,CA
18,Anti-Male Homosexual,34.5291253,-90.59002729999999,OROVILLE,104340.0,1996-01-26,CA
19,Anti-Male Homosexual,36.0503484,-90.9751205,MARTINEZ,165425.0,1996-04-08,CA
20,Anti-Male Homosexual,36.086187,-93.7413032,MARTINEZ,165425.0,1996-04-06,CA
21,Anti-Female Homosexual,36.25535429999999,-94.1307587,CONCORD,113479.0,1996-04-08,CA
22,Anti-Male Homosexual,35.0323119,-93.2232345,CONCORD,113479.0,1996-04-08,CA
23,Anti-Male Homosexual,36.0584021,-90.4973286,CONCORD,113479.0,1996-04-16,CA
24,Anti-Male Homosexual,36.371176299999995,-91.8226479,PLEASANT HILL,32084.0,1996-11-26,CA
25,Anti-Male Homosexual,35.73063270000001,-91.19846009999999,WALNUT CREEK,62912.0,1996-06-10,CA
26,Anti-Male Homosexual,35.436756,-94.348268,WALNUT CREEK,62912.0,1996-07-13,CA
27,Anti-Male Homosexual,35.0303648,-91.95042099999999,WALNUT CREEK,62912.0,1996-11-02,CA
28,Anti-Male Homosexual,33.6126086,-92.064583,WALNUT CREEK,62912.0,1996-07-19,CA
29,Anti-Female Homosexual,31.448154700000003,-109.92840840000001,PLACERVILLE,115038.0,1996-10-12,CA
30,Anti-Male Homosexual,33.538652299999995,-112.18598659999999,FRESNO,392049.0,1996-05-16,CA
31,Anti-Male Homosexual,33.4353394,-112.3576567,FRESNO,392049.0,1996-12-17,CA
32,Anti-Male Homosexual,33.3992217,-110.8687232,FRESNO,392049.0,1996-06-25,CA
33,Anti-Male Homosexual,33.4483771,-112.07403729999999,FRESNO,392049.0,1996-01-21,CA
34,Anti-Male Homosexual,34.540024200000005,-112.46850249999999,FRESNO,392049.0,1996-08-10,CA
35,Anti-Male Homosexual,31.957581800000003,-110.955646,FRESNO,392049.0,1996-10-10,CA
36,Anti-Male Homosexual,31.5455001,-110.27728559999998,FRESNO,392049.0,1996-11-10,CA
37,Anti-Male Homosexual,33.62923370000001,-112.36792790000001,FRESNO,392049.0,1996-11-19,CA
38,Anti-Male Homosexual,35.2494566,-112.19100309999999,RIO DELL,2791.0,1996-12-04,CA
39,Anti-Male Homosexual,32.6926512,-114.62769159999999,EUREKA,0.0,1996-11-06,CA
40,Anti-Male Homosexual,37.5778696,-122.34808999999998,LOS ANGELES,979425.0,1996-07-21,CA
41,Anti-Male Homosexual,37.9161326,-122.31076499999999,PASADENA,0.0,1996-01-30,CA
42,Anti-Male Homosexual,34.0686206,-118.02756670000001,PASADENA,0.0,1996-02-11,CA
43,Anti-Male Homosexual,38.342836600000005,-122.5120463,BEVERLY HILLS,33599.0,1996-05-28,CA
44,Anti-Male Homosexual,38.4087993,-121.37161780000001,BEVERLY HILLS,33599.0,1996-06-06,CA
45,Anti-Male Homosexual,40.80207120000001,-124.16367290000001,LOS ANGELES,12531.0,1996-04-06,CA
46,Anti-Female Homosexual,38.6779591,-121.17605829999998,WEST HOLLYWOOD,34932.0,1996-04-01,CA
47,Anti-Male Homosexual,34.0922335,-117.435048,WEST HOLLYWOOD,34932.0,1996-04-05,CA
48,Anti-Male Homosexual,39.445723,-123.8052935,WEST HOLLYWOOD,34932.0,1996-04-06,CA
49,Anti-Male Homosexual,37.558546500000006,-122.2710788,WEST HOLLYWOOD,34932.0,1996-04-25,CA
50,Anti-Male Homosexual,33.7090212,-117.95440690000001,WEST HOLLYWOOD,34932.0,1996-08-11,CA
51,Anti-Male Homosexual,36.630505799999995,-119.6784697,WEST HOLLYWOOD,34932.0,1996-08-17,CA
52,Anti-Male Homosexual,37.5485396,-121.988583,WEST HOLLYWOOD,34932.0,1996-09-01,CA
53,Anti-Male Homosexual,37.881722700000005,-121.2747843,WEST HOLLYWOOD,34932.0,1996-09-19,CA
54,Anti-Male Homosexual,36.737798100000006,-119.78712469999999,WEST HOLLYWOOD,34932.0,1996-11-01,CA
55,Anti-Male Homosexual,33.8622366,-118.39951940000002,GLENDALE,181019.0,1996-04-23,CA
56,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",33.6594835,-117.99880259999999,HAWTHORNE,76399.0,1996-08-29,CA
57,Anti-Male Homosexual,32.58394439999999,-117.11308490000002,HUNTINGTON PARK,56504.0,1996-05-21,CA
58,Anti-Male Homosexual,33.931859100000004,-117.94613700000001,LA VERNE,33577.0,1996-03-29,CA
59,Anti-Female Homosexual,34.10084260000001,-117.7678355,LONG BEACH,440023.0,1996-06-15,CA
60,Anti-Male Homosexual,33.542718900000004,-117.7853568,LONG BEACH,440023.0,1996-06-21,CA
61,Anti-Male Homosexual,37.9340915,-122.53525390000001,LONG BEACH,440023.0,1996-10-17,CA
62,Anti-Male Homosexual,32.7425516,-117.0314172,LONG BEACH,440023.0,1996-11-09,CA
63,Anti-Male Homosexual,38.891565,-121.29300790000002,LONG BEACH,440023.0,1996-11-22,CA
64,Anti-Male Homosexual,36.2030064,-119.08816000000002,LONG BEACH,440023.0,1996-11-24,CA
65,Anti-Male Homosexual,37.3868826,-120.72353290000001,LONG BEACH,440023.0,1996-01-20,CA
66,Anti-Male Homosexual,34.0522342,-118.24368490000002,LONG BEACH,440023.0,1996-03-17,CA
67,Anti-Male Homosexual,36.961335600000005,-120.0607176,LONG BEACH,440023.0,1996-04-28,CA
68,Anti-Male Homosexual,37.5985468,-122.38719420000001,LOS ANGELES,3498139.0,1996-02-04,CA
69,Anti-Male Homosexual,37.130501200000005,-121.65439009999999,LOS ANGELES,3498139.0,1996-06-03,CA
70,Anti-Male Homosexual,37.3860517,-122.08385109999999,LOS ANGELES,3498139.0,1996-07-11,CA
71,Anti-Male Homosexual,37.529976500000004,-122.03839679999999,LOS ANGELES,3498139.0,1996-10-13,CA
72,Anti-Male Homosexual,39.513775200000005,-121.55635900000001,LOS ANGELES,3498139.0,1996-03-07,CA
73,Anti-Male Homosexual,37.471600099999996,-121.12965600000001,LOS ANGELES,3498139.0,1996-05-16,CA
74,Anti-Male Homosexual,37.9479786,-122.06079629999999,LOS ANGELES,3498139.0,1996-08-10,CA
75,Anti-Female Homosexual,32.9628232,-117.0358646,LOS ANGELES,3498139.0,1996-10-16,CA
76,Anti-Male Homosexual,37.4852152,-122.2363548,LOS ANGELES,3498139.0,1996-06-05,CA
77,Anti-Male Homosexual,35.6224561,-117.6708966,LOS ANGELES,3498139.0,1996-08-01,CA
78,Anti-Female Homosexual,33.4273521,-117.61260039999999,LOS ANGELES,3498139.0,1996-06-06,CA
79,Anti-Male Homosexual,33.7454725,-117.867653,LOS ANGELES,3498139.0,1996-08-23,CA
80,Anti-Male Homosexual,38.440428999999995,-122.7140548,LOS ANGELES,3498139.0,1996-12-06,CA
81,Anti-Male Homosexual,32.8383828,-116.97391670000002,LOS ANGELES,3498139.0,1996-12-10,CA
82,Anti-Male Homosexual,37.2638324,-122.0230146,LOS ANGELES,3498139.0,1996-12-14,CA
83,Anti-Male Homosexual,33.7414085,-118.10476820000001,LOS ANGELES,3498139.0,1996-12-13,CA
84,Anti-Male Homosexual,36.5707838,-119.61207649999999,LOS ANGELES,3498139.0,1996-09-09,CA
85,Anti-Male Homosexual,34.1616729,-118.0528456,LOS ANGELES,3498139.0,1996-01-05,CA
86,Anti-Male Homosexual,34.2694474,-118.78148200000001,LOS ANGELES,3498139.0,1996-01-19,CA
87,Anti-Male Homosexual,38.291859,-122.45803559999999,LOS ANGELES,3498139.0,1996-02-08,CA
88,Anti-Male Homosexual,37.982949600000005,-120.38217240000002,LOS ANGELES,3498139.0,1996-02-16,CA
89,Anti-Male Homosexual,33.954737,-118.21201609999999,LOS ANGELES,3498139.0,1996-03-10,CA
90,Anti-Male Homosexual,37.9577016,-121.29077959999998,LOS ANGELES,3498139.0,1996-03-24,CA
91,Anti-Male Homosexual,38.2382474,-122.040244,LOS ANGELES,3498139.0,1996-05-17,CA
92,Anti-Male Homosexual,37.368829999999996,-122.03634960000001,LOS ANGELES,3498139.0,1996-05-21,CA
93,Anti-Female Homosexual,40.4162842,-120.6530063,LOS ANGELES,3498139.0,1996-06-13,CA
94,Anti-Male Homosexual,37.87353770000001,-122.4566392,LOS ANGELES,3498139.0,1996-07-23,CA
95,Anti-Female Homosexual,37.5933562,-122.04386090000001,LOS ANGELES,3498139.0,1996-08-25,CA
96,Anti-Male Homosexual,38.3565773,-121.98774440000001,LOS ANGELES,3498139.0,1996-09-14,CA
97,Anti-Male Homosexual,38.1040864,-122.25663670000002,LOS ANGELES,3498139.0,1996-09-15,CA
98,Anti-Male Homosexual,33.2000368,-117.2425355,LOS ANGELES,3498139.0,1996-10-17,CA
99,Anti-Male Homosexual,40.7309778,-122.94197079999999,LOS ANGELES,3498139.0,1996-12-15,CA
100,Anti-Male Homosexual,38.5804609,-121.53023400000001,LOS ANGELES,3498139.0,1996-02-16,CA
101,Anti-Male Homosexual,33.97917929999999,-118.032844,LOS ANGELES,3498139.0,1996-03-29,CA
102,Anti-Male Homosexual,39.4096079,-123.35556559999999,LOS ANGELES,3498139.0,1996-06-02,CA
103,Anti-Female Homosexual,37.469449100000006,-105.87002140000001,LOS ANGELES,3498139.0,1996-09-04,CA
104,Anti-Male Homosexual,39.19109829999999,-106.81753870000001,LOS ANGELES,3498139.0,1996-11-17,CA
105,Anti-Male Homosexual,39.8019322,-105.5141639,LOS ANGELES,3498139.0,1996-07-05,CA
106,Anti-Male Homosexual,38.7466555,-105.1783149,LOS ANGELES,3498139.0,1996-09-17,CA
107,Anti-Female Homosexual,40.5194046,-104.702515,LOS ANGELES,3498139.0,1996-02-16,CA
108,Anti-Male Homosexual,39.7049873,-104.93359040000001,LOS ANGELES,3498139.0,1996-05-29,CA
109,Anti-Male Homosexual,39.755542999999996,-105.2210997,LOS ANGELES,3498139.0,1996-06-01,CA
110,Anti-Male Homosexual,38.478319799999994,-107.87617379999999,LOS ANGELES,3498139.0,1996-09-17,CA
111,Anti-Male Homosexual,39.8961821,-104.98114679999999,LOS ANGELES,3498139.0,1996-10-03,CA
112,Anti-Female Homosexual,37.1694632,-104.5005407,LOS ANGELES,3498139.0,1996-04-06,CA
113,Anti-Male Homosexual,41.346207799999995,-73.0789969,LOS ANGELES,3498139.0,1996-08-14,CA
114,Anti-Male Homosexual,41.826488,-72.73009449999999,LOS ANGELES,3498139.0,1996-09-12,CA
115,Anti-Male Homosexual,41.1792258,-73.18943840000001,LOS ANGELES,3498139.0,1996-12-05,CA
116,Anti-Male Homosexual,41.812875700000006,-72.9201022,LOS ANGELES,3498139.0,1996-02-12,CA
117,Anti-Male Homosexual,41.5950989,-72.6453705,LOS ANGELES,3498139.0,1996-02-23,CA
118,Anti-Male Homosexual,41.2841687,-72.8684565,LOS ANGELES,3498139.0,1996-06-19,CA
119,Anti-Male Homosexual,42.0027181,-72.5441445,LOS ANGELES,3498139.0,1996-07-02,CA
120,Anti-Male Homosexual,41.9540614,-72.7887705,LOS ANGELES,3498139.0,1996-07-30,CA
121,Anti-Male Homosexual,41.3838782,-72.9026064,LOS ANGELES,3498139.0,1996-09-17,CA
122,Anti-Male Homosexual,41.76580429999999,-72.6733723,LOS ANGELES,3498139.0,1996-09-28,CA
123,Anti-Male Homosexual,41.6353769,-72.7687083,LOS ANGELES,3498139.0,1996-10-05,CA
124,Anti-Male Homosexual,41.4456444,-72.0181743,LOS ANGELES,3498139.0,1996-10-05,CA
125,Anti-Male Homosexual,41.4141172,-73.3035651,LOS ANGELES,3498139.0,1996-12-10,CA
126,Anti-Male Homosexual,41.390913899999994,-72.8595447,LOS ANGELES,3498139.0,1996-02-12,CA
127,Anti-Male Homosexual,41.5242649,-72.07591049999999,LOS ANGELES,3498139.0,1996-07-13,CA
128,Anti-Male Homosexual,41.2960159,-72.38453009999999,LOS ANGELES,3498139.0,1996-08-18,CA
129,Anti-Male Homosexual,41.304539899999995,-73.392898,LOS ANGELES,3498139.0,1996-12-19,CA
130,Anti-Male Homosexual,41.0534302,-73.53873409999999,LOS ANGELES,3498139.0,1996-04-07,CA
131,Anti-Male Homosexual,41.2428563,-73.20066390000001,LOS ANGELES,3498139.0,1996-06-06,CA
132,Anti-Male Homosexual,41.762084200000004,-72.74201509999999,LOS ANGELES,3498139.0,1996-08-21,CA
133,Anti-Male Homosexual,38.74261370000001,-75.6043714,LOS ANGELES,3498139.0,1996-02-06,CA
134,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",38.807057799999995,-75.59131529999999,LOS ANGELES,3498139.0,1996-06-27,CA
135,Anti-Bisexual,38.7776124,-75.30991359999999,LOS ANGELES,3498139.0,1996-01-02,CA
136,Anti-Male Homosexual,28.6934076,-81.53221490000001,LOS ANGELES,3498139.0,1996-04-29,CA
137,Anti-Male Homosexual,27.2158826,-81.85841640000001,LOS ANGELES,3498139.0,1996-05-08,CA
138,Anti-Male Homosexual,29.826906400000002,-82.5967832,LOS ANGELES,3498139.0,1996-06-02,CA
139,Anti-Male Homosexual,27.412541700000002,-82.65898809999999,MONTEBELLO,62393.0,1996-08-21,CA
140,Anti-Male Homosexual,30.7743596,-85.2268735,LOS ANGELES,104894.0,1996-04-04,CA
141,Anti-Male Homosexual,25.790654,-80.1300455,PASADENA,136077.0,1996-01-06,CA
142,Anti-Male Homosexual,29.0258191,-80.9269984,LOS ANGELES,63455.0,1996-08-03,CA
143,Anti-Female Homosexual,28.8644338,-80.8544974,POMONA,145916.0,1996-10-05,CA
144,Anti-Male Homosexual,28.669997,-81.2081203,REDONDO BEACH,65149.0,1996-06-22,CA
145,Anti-Male Homosexual,27.8428025,-82.6995443,SANTA MONICA,88284.0,1996-05-31,CA
146,Anti-Male Homosexual,26.775340500000002,-80.05809690000001,TORRANCE,140185.0,1996-03-16,CA
147,Anti-Male Homosexual,28.2489016,-81.2811801,TORRANCE,140185.0,1996-05-01,CA
148,Anti-Male Homosexual,27.767600800000004,-82.6402915,WHITTIER,80948.0,1996-03-19,CA
149,Anti-Male Homosexual,25.9428707,-80.1233802,POMONA,0.0,1996-11-20,CA
150,Anti-Male Homosexual,26.1669711,-80.25659499999999,LOS ANGELES,44456.0,1996-08-14,CA
151,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",27.950575,-82.4571776,LONG BEACH,0.0,1996-08-29,CA
152,Anti-Male Homosexual,28.0222435,-81.7328567,LOS ANGELES,0.0,1996-09-30,CA
153,Anti-Male Homosexual,33.54609,-82.31631540000001,LOS ANGELES,0.0,1996-09-13,CA
154,Anti-Male Homosexual,34.7014839,-83.73156750000001,UKIAH,56818.0,1996-06-07,CA
155,Anti-Male Homosexual,34.5773206,-83.3323851,BREA,35164.0,1996-10-05,CA
156,Anti-Male Homosexual,0.0,0.0,COSTA MESA,99827.0,1996-02-07,CA
157,Anti-Male Homosexual,41.5236437,-90.57763670000001,LAGUNA BEACH,24262.0,1996-05-27,CA
158,Anti-Male Homosexual,41.823995200000006,-90.5389662,LAGUNA BEACH,24262.0,1996-07-04,CA
159,Anti-Male Homosexual,43.3033056,-91.7857092,LAGUNA BEACH,24262.0,1996-08-03,CA
160,Anti-Male Homosexual,40.9716959,-91.5487714,ORANGE,118445.0,1996-09-08,CA
161,Anti-Male Homosexual,41.034261799999996,-93.766759,SANTA ANA,30567.0,1996-11-23,CA
162,Anti-Male Homosexual,40.8250386,-91.1565357,SANTA ANA,85004.0,1996-05-05,CA
163,Anti-Male Homosexual,42.535742799999994,-113.79279479999998,IRVINE,0.0,1996-06-14,CA
164,Anti-Male Homosexual,47.67346320000001,-116.78122250000001,ROSEVILLE,53772.0,1996-07-23,CA
165,Anti-Male Homosexual,43.723252200000005,-111.11133259999998,ROSEVILLE,53772.0,1996-07-23,CA
166,Anti-Male Homosexual,43.6807402,-114.3636619,PALM SPRINGS,40198.0,1996-04-15,CA
167,Anti-Male Homosexual,42.5338019,-114.3647561,PALM SPRINGS,40198.0,1996-07-08,CA
168,Anti-Male Homosexual,46.400408899999995,-117.001189,PALM SPRINGS,40198.0,1996-07-15,CA
169,Anti-Male Homosexual,44.906183,-116.1171311,PALM SPRINGS,40198.0,1996-07-29,CA
170,Anti-Male Homosexual,42.3221498,-111.2977044,PALM SPRINGS,40198.0,1996-08-02,CA
171,Anti-Male Homosexual,46.7323875,-117.000165,PALM SPRINGS,40198.0,1996-09-11,CA
172,Anti-Male Homosexual,47.9662924,-116.8685314,RIVERSIDE,245081.0,1996-04-18,CA
173,Anti-Male Homosexual,41.6689223,-87.73866190000001,RIVERSIDE,245081.0,1996-09-08,CA
174,Anti-Male Homosexual,42.0883603,-87.9806265,RIVERSIDE,245081.0,1996-11-07,CA
175,Anti-Male Homosexual,41.9550296,-87.9400657,CATHEDRAL CITY,35227.0,1996-08-29,CA
176,Anti-Male Homosexual,41.3036472,-90.1928971,RIVERSIDE,0.0,1996-02-27,CA
177,Anti-Female Homosexual,39.2797699,-89.8817662,SACRAMENTO,680412.0,1996-01-01,CA
178,Anti-Male Homosexual,37.9136628,-89.8220505,SACRAMENTO,680412.0,1996-03-20,CA
179,Anti-Male Homosexual,38.4436637,-90.2012239,SACRAMENTO,680412.0,1996-07-30,CA
180,Anti-Male Homosexual,41.9294736,-88.7503647,SACRAMENTO,680412.0,1996-11-23,CA
181,Anti-Female Homosexual,42.2966861,-89.6212271,SACRAMENTO,680412.0,1996-07-29,CA
182,Anti-Female Homosexual,41.910306799999994,-88.0717353,SACRAMENTO,680412.0,1996-12-11,CA
183,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",38.8922687,-89.41313559999999,SACRAMENTO,379283.0,1996-04-05,CA
184,Anti-Male Homosexual,40.30004279999999,-90.0609506,SACRAMENTO,379283.0,1996-01-04,CA
185,Anti-Male Homosexual,40.46725870000001,-87.6683573,SACRAMENTO,379283.0,1996-04-14,CA
186,Anti-Male Homosexual,39.1200471,-90.3284479,SACRAMENTO,379283.0,1996-05-25,CA
187,Anti-Male Homosexual,37.8206052,-88.92756949999999,SACRAMENTO,379283.0,1996-05-30,CA
188,Anti-Female Homosexual,41.744476500000005,-87.8378337,SACRAMENTO,379283.0,1996-06-14,CA
189,Anti-Male Homosexual,41.805031400000004,-87.8692254,SACRAMENTO,379283.0,1996-08-30,CA
190,Anti-Male Homosexual,40.3930973,-90.1548421,SACRAMENTO,379283.0,1996-10-19,CA
191,Anti-Female Homosexual,42.190024900000004,-87.90840390000001,SACRAMENTO,379283.0,1996-10-24,CA
192,Anti-Male Homosexual,41.4553084,-88.2617305,SAN BERNARDINO,184303.0,1996-06-03,CA
193,Anti-Male Homosexual,41.526143700000006,-87.8892189,SAN BERNARDINO,184303.0,1996-06-13,CA
194,Anti-Male Homosexual,41.5067003,-90.5151342,SAN BERNARDINO,184303.0,1996-06-29,CA
195,Anti-Male Homosexual,41.5119761,-87.9656098,SAN DIEGO,432845.0,1996-01-08,CA
196,Anti-Male Homosexual,41.9633641,-87.82728399999999,SAN DIEGO,432845.0,1996-01-20,CA
197,Anti-Male Homosexual,41.6028116,-87.7439384,SAN DIEGO,432845.0,1996-04-09,CA
198,Anti-Bisexual,41.6303103,-87.8539425,SAN DIEGO,432845.0,1996-06-14,CA
199,Anti-Male Homosexual,40.4603125,-88.0953201,SAN DIEGO,432845.0,1996-07-23,CA
200,Anti-Male Homosexual,40.6936488,-89.58898640000001,SAN DIEGO,432845.0,1996-08-02,CA
201,Anti-Male Homosexual,42.4133505,-89.0092741,CHULA VISTA,151377.0,1996-01-24,CA
202,Anti-Female Homosexual,41.9941938,-88.29229959999999,NATIONAL CITY,58356.0,1996-06-27,CA
203,Anti-Female Homosexual,41.9141945,-88.30868670000001,OCEANSIDE,148308.0,1996-02-09,CA
204,Anti-Male Homosexual,42.02558270000001,-88.1784085,OCEANSIDE,148308.0,1996-04-10,CA
205,Anti-Male Homosexual,39.862810100000004,-88.16226540000001,SAN DIEGO,1168364.0,1996-01-07,CA
206,Anti-Male Homosexual,42.0980812,-88.28285809999998,SAN DIEGO,1168364.0,1996-02-13,CA
207,Anti-Male Homosexual,38.861159,-90.0976069,SAN DIEGO,1168364.0,1996-04-10,CA
208,Anti-Male Homosexual,41.7469749,-88.0503406,SAN DIEGO,1168364.0,1996-04-07,CA
209,Anti-Male Homosexual,41.641140899999996,-88.4472948,SAN DIEGO,1168364.0,1996-04-18,CA
210,Anti-Female Homosexual,41.395604299999995,-85.4244241,SAN DIEGO,1168364.0,1996-04-28,CA
211,Anti-Female Homosexual,41.634772600000005,-84.9994088,SAN DIEGO,1168364.0,1996-05-01,CA
212,Anti-Female Homosexual,41.446436,-86.14805799999999,SAN DIEGO,1168364.0,1996-05-24,CA
213,Anti-Male Homosexual,39.978371,-86.1180435,SAN DIEGO,1168364.0,1996-05-31,CA
214,Anti-Female Homosexual,40.587537100000006,-86.6750059,SAN DIEGO,1168364.0,1996-06-27,CA
215,Anti-Male Homosexual,39.95675479999999,-86.01335,SAN DIEGO,1168364.0,1996-07-15,CA
216,Anti-Male Homosexual,39.112557200000005,-84.8641178,SAN DIEGO,1168364.0,1996-08-06,CA
217,Anti-Male Homosexual,41.583368799999995,-87.5000412,SAN DIEGO,1168364.0,1996-08-13,CA
218,Anti-Male Homosexual,41.3186482,-87.20030909999998,SAN DIEGO,1168364.0,1996-08-18,CA
219,Anti-Male Homosexual,41.5536468,-87.451984,SAN DIEGO,1168364.0,1996-08-20,CA
220,Anti-Male Homosexual,40.8831011,-85.497476,SAN DIEGO,1168364.0,1996-08-29,CA
221,Anti-Male Homosexual,38.27757020000001,-85.7371847,SAN DIEGO,1168364.0,1996-09-09,CA
222,Anti-Female Homosexual,41.295875099999996,-86.62501390000001,SAN DIEGO,1168364.0,1996-09-07,CA
223,Anti-Male Homosexual,40.486427,-86.13360329999999,SAN DIEGO,1168364.0,1996-09-16,CA
224,Anti-Male Homosexual,40.7544843,-86.35666590000001,SAN DIEGO,1168364.0,1996-09-17,CA
225,Anti-Male Homosexual,40.5583739,-85.6591442,SAN DIEGO,1168364.0,1996-09-20,CA
226,Anti-Male Homosexual,41.6619927,-86.15861559999999,SAN DIEGO,1168364.0,1996-10-10,CA
227,Anti-Male Homosexual,40.7453169,-86.7647343,SAN DIEGO,1168364.0,1996-10-12,CA
228,Anti-Male Homosexual,41.564479799999994,-87.5125412,SAN DIEGO,1168364.0,1996-10-19,CA
229,Anti-Male Homosexual,38.28562470000001,-85.8241312,SAN DIEGO,1168364.0,1996-11-01,CA
230,Anti-Male Homosexual,32.9533234,-96.4139389,SAN DIEGO,1168364.0,1996-11-03,CA
231,Anti-Male Homosexual,39.704212299999995,-86.3994387,SAN DIEGO,1168364.0,1996-11-13,CA
232,Anti-Male Homosexual,40.9367045,-87.1508562,SAN DIEGO,1168364.0,1996-12-11,CA
233,Anti-Male Homosexual,40.797821,-85.8205411,SAN FRANCISCO,745127.0,1996-10-29,CA
234,Anti-Male Homosexual,41.5414297,-86.9005825,SAN FRANCISCO,745127.0,1996-01-07,CA
235,Anti-Male Homosexual,38.775007,-95.1863603,SAN FRANCISCO,745127.0,1996-01-19,CA
236,Anti-Male Homosexual,39.456117799999994,-98.1061595,SAN FRANCISCO,745127.0,1996-01-26,CA
237,Anti-Male Homosexual,37.8066882,-100.3482003,SAN FRANCISCO,745127.0,1996-02-11,CA
238,Anti-Male Homosexual,37.0373005,-95.6163665,SAN FRANCISCO,745127.0,1996-02-15,CA
239,Anti-Male Homosexual,39.3958369,-101.05237729999999,SAN FRANCISCO,745127.0,1996-02-14,CA
240,Anti-Male Homosexual,37.008079200000005,-101.89016640000001,SAN FRANCISCO,745127.0,1996-02-20,CA
241,Anti-Male Homosexual,38.730564799999996,-98.22811259999999,SAN FRANCISCO,745127.0,1996-02-24,CA
242,Anti-Male Homosexual,38.403903,-96.1816626,SAN FRANCISCO,745127.0,1996-02-28,CA
243,Anti-Male Homosexual,38.9433372,-95.0985807,SAN FRANCISCO,745127.0,1996-03-01,CA
244,Anti-Female Homosexual,37.8239167,-96.2891703,SAN FRANCISCO,745127.0,1996-03-01,CA
245,Anti-Male Homosexual,37.8397626,-94.70829509999999,SAN FRANCISCO,745127.0,1996-03-03,CA
246,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",37.9716898,-100.8726618,SAN FRANCISCO,745127.0,1996-03-07,CA
247,Anti-Male Homosexual,38.8108408,-94.9271868,SAN FRANCISCO,745127.0,1996-05-06,CA
248,Anti-Male Homosexual,37.5111596,-94.8380215,SAN FRANCISCO,745127.0,1996-03-07,CA
249,Anti-Male Homosexual,38.1383437,-97.4314267,SAN FRANCISCO,745127.0,1996-03-11,CA
250,Anti-Male Homosexual,39.8525033,-95.53581559999999,SAN FRANCISCO,745127.0,1996-03-11,CA
251,Anti-Male Homosexual,39.3647281,-99.84206490000001,SAN FRANCISCO,745127.0,1996-03-11,CA
252,Anti-Female Homosexual,38.518067200000004,-98.77813940000001,SAN FRANCISCO,745127.0,1996-03-13,CA
253,Anti-Male Homosexual,39.465272399999996,-95.7363723,SAN FRANCISCO,745127.0,1996-03-14,CA
254,Anti-Male Homosexual,38.0608445,-97.9297743,SAN FRANCISCO,745127.0,1996-03-16,CA
255,Anti-Female Homosexual,37.9244799,-95.3999814,SAN FRANCISCO,745127.0,1996-03-13,CA
256,Anti-Male Homosexual,38.5314022,-99.30871540000001,SAN FRANCISCO,745127.0,1996-03-21,CA
257,Anti-Male Homosexual,37.940575200000005,-101.254892,SAN FRANCISCO,745127.0,1996-03-22,CA
258,Anti-Male Homosexual,38.479741,-101.3587713,SAN FRANCISCO,745127.0,1996-04-01,CA
259,Anti-Female Homosexual,37.0430812,-100.920999,SAN FRANCISCO,745127.0,1996-04-03,CA
260,Anti-Male Homosexual,39.040329299999996,-98.1476965,SAN FRANCISCO,745127.0,1996-04-05,CA
261,Anti-Male Homosexual,39.8411129,-96.647242,SAN FRANCISCO,745127.0,1996-04-12,CA
262,Anti-Male Homosexual,38.3708415,-97.6642087,SAN FRANCISCO,745127.0,1996-04-13,CA
