,bias,center_lat,center_long,city,city_population,date,state
3304,Anti-Male Homosexual,0.0,0.0,MCMINNVILLE,32530.0,2011-04-01,OR
3305,Anti-Male Homosexual,0.0,0.0,UNIVERSITY PARK,0.0,2011-09-24,PA
3306,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WEST CHESTER,0.0,2011-04-26,PA
3307,Anti-Male Homosexual,0.0,0.0,HARRISBURG,49686.0,2011-12-07,PA
3308,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ELKINS PARK,36910.0,2011-07-14,PA
3309,Anti-Male Homosexual,0.0,0.0,PITTSBURGH,308609.0,2011-09-10,PA
3310,Anti-Male Homosexual,0.0,0.0,PITTSBURGH,308609.0,2011-03-12,PA
3311,Anti-Male Homosexual,0.0,0.0,PITTSBURGH,308609.0,2011-11-14,PA
3312,Anti-Male Homosexual,0.0,0.0,WEST WARWICK,29156.0,2011-08-17,RI
3313,Anti-Male Homosexual,0.0,0.0,JOHNSTON,28734.0,2011-03-11,RI
3314,Anti-Male Homosexual,0.0,0.0,JOHNSTON,28734.0,2011-10-31,RI
3315,Anti-Male Homosexual,0.0,0.0,PAWTUCKET,71062.0,2011-09-05,RI
3316,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,PROVIDENCE,177830.0,2011-08-17,RI
3317,Anti-Male Homosexual,0.0,0.0,PROVIDENCE,177830.0,2011-08-20,RI
3318,Anti-Male Homosexual,0.0,0.0,PROVIDENCE,177830.0,2011-08-29,RI
3319,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,PROVIDENCE,177830.0,2011-09-19,RI
3320,Anti-Male Homosexual,0.0,0.0,ABBEVILLE,5298.0,2011-08-25,SC
3321,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,AIKEN,29868.0,2011-07-15,SC
3322,Anti-Bisexual,0.0,0.0,ANDERSON,148379.0,2011-04-23,SC
3323,Anti-Male Homosexual,0.0,0.0,HANAHAN,18207.0,2011-03-10,SC
3324,Anti-Male Homosexual,0.0,0.0,CHARLESTON,113292.0,2011-02-20,SC
3325,Anti-Male Homosexual,0.0,0.0,MOUNT PLEASANT,68633.0,2011-06-29,SC
3326,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,NORTH CHARLESTON,79306.0,2011-09-22,SC
3327,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CHESTER,5672.0,2011-01-15,SC
3328,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CHESTERFIELD,36201.0,2011-09-25,SC
3329,Anti-Female Homosexual,0.0,0.0,FLORENCE,37488.0,2011-07-20,SC
3330,Anti-Male Homosexual,0.0,0.0,FLORENCE,37488.0,2011-12-31,SC
3331,Anti-Male Homosexual,0.0,0.0,SIMPSONVILLE,18450.0,2011-04-06,SC
3332,Anti-Male Homosexual,0.0,0.0,HAMPTON,2841.0,2011-12-01,SC
3333,Anti-Male Homosexual,0.0,0.0,LAURENS,9245.0,2011-05-30,SC
3334,Anti-Male Homosexual,0.0,0.0,BISHOPVILLE,15556.0,2011-09-07,SC
3335,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,SPARTANBURG,37444.0,2011-04-30,SC
3336,Anti-Male Homosexual,0.0,0.0,SPARTANBURG,37444.0,2011-06-20,SC
3337,Anti-Male Homosexual,0.0,0.0,ROCK HILL,66924.0,2011-05-08,SC
3338,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,SIOUX FALLS,134408.0,2011-05-03,SD
3339,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,RAPID CITY,68782.0,2011-11-04,SD
3340,Anti-Male Homosexual,0.0,0.0,YANKTON,14630.0,2011-05-29,SD
3341,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,YANKTON,14630.0,2011-03-28,SD
3342,Anti-Male Homosexual,0.0,0.0,CLINTON,33838.0,2011-03-28,TN
3343,Anti-Male Homosexual,0.0,0.0,NEWPORT,7008.0,2011-02-20,TN
3344,Anti-Male Homosexual,0.0,0.0,NASHVILLE,612789.0,2011-04-02,TN
3345,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,NASHVILLE,612789.0,2011-03-27,TN
3346,Anti-Male Homosexual,0.0,0.0,NASHVILLE,612789.0,2011-03-16,TN
3347,Anti-Male Homosexual,0.0,0.0,NASHVILLE,612789.0,2011-08-10,TN
3348,Anti-Male Homosexual,0.0,0.0,CENTERVILLE,3677.0,2011-10-04,TN
3349,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KNOXVILLE,180488.0,2011-02-05,TN
3350,Anti-Male Homosexual,0.0,0.0,CLARKSVILLE,134128.0,2011-03-15,TN
3351,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CLARKSVILLE,134128.0,2011-04-30,TN
3352,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CLARKSVILLE,134128.0,2011-09-29,TN
3353,Anti-Male Homosexual,0.0,0.0,UNION CITY,10993.0,2011-08-02,TN
3354,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,134355.0,2011-09-21,TN
3355,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,GALLATIN,30551.0,2011-09-07,TN
3356,Anti-Male Homosexual,0.0,0.0,HENDERSONVILLE,51835.0,2011-05-12,TN
3357,Anti-Male Homosexual,0.0,0.0,MEMPHIS,652725.0,2011-05-29,TN
3358,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-07-24,TN
3359,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-08-04,TN
3360,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-08-05,TN
3361,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-08-19,TN
3362,Anti-Male Homosexual,0.0,0.0,MEMPHIS,652725.0,2011-08-23,TN
3363,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-06-19,TN
3364,Anti-Male Homosexual,0.0,0.0,MEMPHIS,652725.0,2011-09-06,TN
3365,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-12-02,TN
3366,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-12-11,TN
3367,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-01-14,TN
3368,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-02-17,TN
3369,Anti-Male Homosexual,0.0,0.0,MEMPHIS,652725.0,2011-08-18,TN
3370,Anti-Male Homosexual,0.0,0.0,MEMPHIS,652725.0,2011-08-18,TN
3371,Anti-Male Homosexual,0.0,0.0,MEMPHIS,652725.0,2011-08-19,TN
3372,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MEMPHIS,652725.0,2011-09-06,TN
3373,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ALVIN,24746.0,2011-01-06,TX
3374,Anti-Male Homosexual,0.0,0.0,LAKE JACKSON,27414.0,2011-06-09,TX
3375,Anti-Male Homosexual,0.0,0.0,ALPINE,0.0,2011-09-08,TX
3376,Anti-Male Homosexual,0.0,0.0,NEW BRAUNFELS,52926.0,2011-10-16,TX
3377,Anti-Male Homosexual,0.0,0.0,CARROLLTON,71211.0,2011-01-27,TX
3378,Anti-Male Homosexual,0.0,0.0,CARROLLTON,71211.0,2011-02-14,TX
3379,Anti-Male Homosexual,0.0,0.0,SACHSE,14323.0,2011-04-19,TX
3380,Anti-Male Homosexual,0.0,0.0,DENTON,115769.0,2011-10-15,TX
3381,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,LEWISVILLE,96436.0,2011-02-18,TX
3382,Anti-Female Homosexual,0.0,0.0,ANTHONY,5116.0,2011-06-05,TX
3383,Anti-Male Homosexual,0.0,0.0,EL PASO,662780.0,2011-04-16,TX
3384,Anti-Male Homosexual,0.0,0.0,EL PASO,662780.0,2011-09-04,TX
3385,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,GALVESTON,48748.0,2011-03-12,TX
3386,Anti-Male Homosexual,0.0,0.0,LONGVIEW,80239.0,2011-10-30,TX
3387,Anti-Male Homosexual,0.0,0.0,LA PORTE,34511.0,2011-01-29,TX
3388,Anti-Male Homosexual,0.0,0.0,TOMBALL,10979.0,2011-11-07,TX
3389,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WEST TAWAKONI,1609.0,2011-03-29,TX
3390,Anti-Male Homosexual,0.0,0.0,BEAUMONT,120785.0,2011-04-08,TX
3391,Anti-Female Homosexual,0.0,0.0,BEAUMONT,120785.0,2011-05-31,TX
3392,Anti-Male Homosexual,0.0,0.0,RENO,3233.0,2011-10-30,TX
3393,Anti-Male Homosexual,0.0,0.0,CORPUS CHRISTI,311637.0,2011-06-18,TX
3394,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,HENDERSON,14001.0,2011-03-03,TX
3395,Anti-Male Homosexual,0.0,0.0,HENDERSON,14001.0,2011-03-03,TX
3396,Anti-Female Homosexual,0.0,0.0,SNYDER,11438.0,2011-12-07,TX
3397,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,FORT WORTH,748819.0,2011-10-26,TX
3398,Anti-Male Homosexual,0.0,0.0,FORT WORTH,748819.0,2011-10-29,TX
3399,Anti-Male Homosexual,0.0,0.0,FORT WORTH,748819.0,2011-03-22,TX
3400,Anti-Female Homosexual,0.0,0.0,FORT WORTH,748819.0,2011-08-21,TX
3401,Anti-Female Homosexual,0.0,0.0,SAN ANGELO,95161.0,2011-09-02,TX
3402,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,AUSTIN,770572.0,2011-02-10,TX
3403,Anti-Male Homosexual,0.0,0.0,WICHITA FALLS,106753.0,2011-06-03,TX
3404,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-02-06,TX
3405,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-06-09,TX
3406,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-04-02,TX
3407,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-07-03,TX
3408,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-07-04,TX
3409,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-07-27,TX
3410,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-08-10,TX
3411,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-08-11,TX
3412,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-11-04,TX
3413,Anti-Male Homosexual,0.0,0.0,DALLAS,1148011.0,2011-11-14,TX
3414,Anti-Male Homosexual,0.0,0.0,HOUSTON,2100570.0,2011-07-13,TX
3415,Anti-Male Homosexual,0.0,0.0,HOUSTON,2100570.0,2011-07-18,TX
3416,Anti-Male Homosexual,0.0,0.0,HOUSTON,2100570.0,2011-07-30,TX
3417,Anti-Male Homosexual,0.0,0.0,HOUSTON,2100570.0,2011-08-02,TX
3418,Anti-Male Homosexual,0.0,0.0,HOUSTON,2100570.0,2011-08-07,TX
3419,Anti-Male Homosexual,0.0,0.0,HOUSTON,2100570.0,2011-08-08,TX
3420,Anti-Male Homosexual,0.0,0.0,SAN ANTONIO,1355312.0,2011-04-17,TX
3421,Anti-Female Homosexual,0.0,0.0,SAN ANTONIO,1355312.0,2011-12-23,TX
3422,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,TREMONTON,7795.0,2011-01-15,UT
3423,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WEST BOUNTIFUL,5367.0,2011-01-02,UT
3424,Anti-Male Homosexual,0.0,0.0,DUCHESNE,12803.0,2011-04-02,UT
3425,Anti-Male Homosexual,0.0,0.0,SALT LAKE CITY,266224.0,2011-10-15,UT
3426,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,SALT LAKE CITY,266224.0,2011-11-02,UT
3427,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,SALT LAKE CITY,266224.0,2011-12-13,UT
3428,Anti-Female Homosexual,0.0,0.0,SALT LAKE CITY,47648.0,2011-08-19,UT
3429,Anti-Bisexual,0.0,0.0,SANDY,89149.0,2011-12-09,UT
3430,Anti-Male Homosexual,0.0,0.0,SALT LAKE CITY,0.0,2011-02-11,UT
3431,Anti-Male Homosexual,0.0,0.0,SALT LAKE CITY,0.0,2011-08-25,UT
3432,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,TOOELE,17433.0,2011-04-14,UT
3433,Anti-Male Homosexual,0.0,0.0,VERNAL,9264.0,2011-09-10,UT
3434,Anti-Female Homosexual,0.0,0.0,HURRICANE,12882.0,2011-08-08,UT
3435,Anti-Male Homosexual,0.0,0.0,ST GEORGE,74304.0,2011-04-23,UT
3436,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CHARLOTTESVILLE,100152.0,2011-03-04,VA
3437,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ARLINGTON,210107.0,2011-06-27,VA
3438,Anti-Male Homosexual,0.0,0.0,BEDFORD,6296.0,2011-06-03,VA
3439,Anti-Male Homosexual,0.0,0.0,FAIRFAX,1055204.0,2011-10-03,VA
3440,Anti-Male Homosexual,0.0,0.0,FAIRFAX,1055204.0,2011-07-02,VA
3441,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,FAIRFAX,0.0,2011-04-29,VA
3442,Anti-Male Homosexual,0.0,0.0,MATHEWS,9085.0,2011-05-08,VA
3443,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CHRISTIANSBURG,31099.0,2011-10-16,VA
3444,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,BLACKSBURG,43129.0,2011-03-21,VA
3445,Anti-Male Homosexual,0.0,0.0,CHRISTIANSBURG,21292.0,2011-12-27,VA
3446,Anti-Male Homosexual,0.0,0.0,FARMVILLE,7777.0,2011-11-14,VA
3447,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ABINGDON,44732.0,2011-10-05,VA
3448,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,HARRISONBURG,49498.0,2011-08-23,VA
3449,Anti-Male Homosexual,0.0,0.0,HARRISONBURG,49498.0,2011-12-23,VA
3450,Anti-Male Homosexual,0.0,0.0,LYNCHBURG,76471.0,2011-02-11,VA
3451,Anti-Male Homosexual,0.0,0.0,NEWPORT NEWS,182878.0,2011-02-17,VA
3452,Anti-Male Homosexual,0.0,0.0,NEWPORT NEWS,182878.0,2011-10-02,VA
3453,Anti-Male Homosexual,0.0,0.0,VIRGINIA BEACH,443226.0,2011-01-02,VA
3454,Anti-Male Homosexual,0.0,0.0,VIRGINIA BEACH,443226.0,2011-06-08,VA
3455,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,VIRGINIA BEACH,443226.0,2011-08-06,VA
3456,Anti-Male Homosexual,0.0,0.0,VIRGINIA BEACH,443226.0,2011-09-01,VA
3457,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,BURLINGTON,42464.0,2011-07-01,VT
3458,Anti-Male Homosexual,0.0,0.0,BRATTLEBORO,12059.0,2011-07-22,VT
3459,Anti-Male Homosexual,0.0,0.0,OTHELLO,7480.0,2011-09-07,WA
3460,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,KENNEWICK,75077.0,2011-02-13,WA
3461,Anti-Male Homosexual,0.0,0.0,KENNEWICK,75077.0,2011-03-14,WA
3462,Anti-Male Homosexual,0.0,0.0,VANCOUVER,208119.0,2011-08-20,WA
3463,Anti-Male Homosexual,0.0,0.0,VANCOUVER,164329.0,2011-11-02,WA
3464,Anti-Male Homosexual,0.0,0.0,EAST WENATCHEE,13397.0,2011-05-05,WA
3465,Anti-Male Homosexual,0.0,0.0,SEATTLE,331003.0,2011-11-14,WA
3466,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,REDMOND,54993.0,2011-05-15,WA
3467,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,REDMOND,54993.0,2011-03-08,WA
3468,Anti-Male Homosexual,0.0,0.0,SEATTLE,0.0,2011-09-26,WA
3469,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,FEDERAL WAY,90707.0,2011-08-28,WA
3470,Anti-Male Homosexual,0.0,0.0,SEATTLE,11110.0,2011-04-25,WA
3471,Anti-Male Homosexual,0.0,0.0,PORT ORCHARD,172703.0,2011-05-13,WA
3472,Anti-Male Homosexual,0.0,0.0,POULSBO,9344.0,2011-08-06,WA
3473,Anti-Female Homosexual,0.0,0.0,ELLENSBURG,0.0,2011-11-09,WA
3474,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CENTRALIA,16592.0,2011-11-15,WA
3475,Anti-Female Homosexual,0.0,0.0,CHEHALIS,7373.0,2011-06-24,WA
3476,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,SHELTON,51663.0,2011-12-31,WA
3477,Anti-Bisexual,0.0,0.0,TACOMA,373553.0,2011-06-17,WA
3478,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,TACOMA,201510.0,2011-06-23,WA
3479,Anti-Male Homosexual,0.0,0.0,TACOMA,201510.0,2011-08-23,WA
3480,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,TACOMA,201510.0,2011-08-29,WA
3481,Anti-Male Homosexual,0.0,0.0,TACOMA,201510.0,2011-10-07,WA
3482,Anti-Female Homosexual,0.0,0.0,TACOMA,201510.0,2011-11-05,WA
3483,Anti-Bisexual,0.0,0.0,TACOMA,201510.0,2011-12-03,WA
3484,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,ANACORTES,16026.0,2011-07-10,WA
3485,Anti-Male Homosexual,0.0,0.0,EVERETT,104635.0,2011-11-19,WA
3486,Anti-Male Homosexual,0.0,0.0,EVERETT,104635.0,2011-12-13,WA
3487,Anti-Male Homosexual,0.0,0.0,CHENEY,10756.0,2011-03-09,WA
3488,Anti-Male Homosexual,0.0,0.0,SPOKANE VALLEY,91163.0,2011-11-06,WA
3489,Anti-Male Homosexual,0.0,0.0,OLYMPIA,137814.0,2011-02-07,WA
3490,Anti-Female Homosexual,0.0,0.0,OLYMPIA,137814.0,2011-02-21,WA
3491,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,OLYMPIA,137814.0,2011-03-03,WA
3492,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,OLYMPIA,137814.0,2011-03-30,WA
3493,Anti-Male Homosexual,0.0,0.0,WALLA WALLA,32229.0,2011-06-12,WA
3494,Anti-Male Homosexual,0.0,0.0,WALLA WALLA,32229.0,2011-06-12,WA
3495,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,WALLA WALLA,32229.0,2011-09-02,WA
3496,Anti-Female Homosexual,0.0,0.0,BELLINGHAM,82154.0,2011-12-11,WA
3497,Anti-Male Homosexual,0.0,0.0,BELLINGHAM,82154.0,2011-05-07,WA
3498,Anti-Male Homosexual,0.0,0.0,FERNDALE,11594.0,2011-05-26,WA
3499,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,FERNDALE,11594.0,2011-08-14,WA
3500,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,PULLMAN,30267.0,2011-10-02,WA
3501,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,GARFIELD,606.0,2011-06-12,WA
3502,Anti-Female Homosexual,0.0,0.0,YAKIMA,92496.0,2011-02-11,WA
3503,Anti-Female Homosexual,0.0,0.0,YAKIMA,92496.0,2011-07-27,WA
3504,Anti-Male Homosexual,0.0,0.0,SEATTLE,618209.0,2011-05-02,WA
3505,Anti-Male Homosexual,0.0,0.0,SEATTLE,618209.0,2011-06-12,WA
3506,Anti-Male Homosexual,0.0,0.0,SEATTLE,618209.0,2011-07-20,WA
3507,Anti-Male Homosexual,0.0,0.0,SEATTLE,618209.0,2011-07-29,WA
3508,Anti-Male Homosexual,0.0,0.0,SEATTLE,618209.0,2011-09-17,WA
3509,Anti-Male Homosexual,0.0,0.0,SEATTLE,618209.0,2011-09-27,WA
3510,Anti-Female Homosexual,0.0,0.0,GREEN BAY,104510.0,2011-10-05,WI
3511,Anti-Male Homosexual,0.0,0.0,CHIPPEWA FALLS,31855.0,2011-04-28,WI
3512,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MADISON,80761.0,2011-10-07,WI
3513,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MADISON,234225.0,2011-04-05,WI
3514,Anti-Female Homosexual,0.0,0.0,MADISON,234225.0,2011-06-20,WI
3515,Anti-Male Homosexual,0.0,0.0,MADISON,234225.0,2011-07-04,WI
3516,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MADISON,234225.0,2011-07-29,WI
3517,Anti-Male Homosexual,0.0,0.0,MADISON,234225.0,2011-09-11,WI
3518,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MANITOWOC,33883.0,2011-03-08,WI
3519,Anti-Bisexual,0.0,0.0,RHINELANDER,7832.0,2011-01-04,WI
3520,Anti-Bisexual,0.0,0.0,RHINELANDER,7832.0,2011-02-02,WI
3521,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MILWAUKEE,597426.0,2011-01-01,WI
3522,Anti-Male Homosexual,0.0,0.0,MILWAUKEE,597426.0,2011-04-09,WI
3523,Anti-Male Homosexual,0.0,0.0,MILWAUKEE,597426.0,2011-06-11,WI
3524,Anti-Female Homosexual,0.0,0.0,MILWAUKEE,597426.0,2011-07-06,WI
3525,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,MILWAUKEE,597426.0,2011-08-28,WI
3526,Anti-Male Homosexual,0.0,0.0,MOOREFIELD,2547.0,2011-07-13,WV
3527,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,CHARLESTON,51466.0,2011-08-21,WV
3528,Anti-Male Homosexual,0.0,0.0,PARKERSBURG,31532.0,2011-08-13,WV
3529,Anti-Female Homosexual,0.0,0.0,RIVERTON,10700.0,2011-10-06,WY
3530,Anti-Male Homosexual,0.0,0.0,FLAGSTAFF,57988.0,1999-08-27,AZ
3531,Anti-Male Homosexual,0.0,0.0,GLENDALE,198028.0,1999-04-02,AZ
3532,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-08-02,AZ
3533,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-10-01,AZ
3534,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-10-07,AZ
3535,Anti-Female Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-10-14,AZ
3536,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-10-31,AZ
3537,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-01-12,AZ
3538,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-01-15,AZ
3539,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-01-21,AZ
3540,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-01-22,AZ
3541,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-02-14,AZ
3542,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-02-19,AZ
3543,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-02-27,AZ
3544,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-03-02,AZ
3545,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-03-08,AZ
3546,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-03-30,AZ
3547,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-04-09,AZ
3548,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-04-12,AZ
3549,Anti-Female Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-05-20,AZ
3550,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-05-24,AZ
3551,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-05-30,AZ
3552,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-06-04,AZ
3553,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-06-04,AZ
3554,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-06-11,AZ
3555,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-06-28,AZ
3556,Anti-Female Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-08-04,AZ
3557,"Anti-Lesbian, Gay, Bisexual, or Transgender, Mixed Group (LGBT)",0.0,0.0,PHOENIX,1225881.0,1999-09-01,AZ
3558,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-09-02,AZ
3559,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-09-14,AZ
3560,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-09-14,AZ
3561,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-09-25,AZ
3562,Anti-Male Homosexual,0.0,0.0,PHOENIX,1225881.0,1999-09-27,AZ
