,city,crimes,engineered_location,northeast_lat,northeast_long,per-capita_crime,population,southwest_lat,southwest_long,state,year
0,TUCSON,24.0,12712923.348617868,32.3201661,-110.708204,4.636722455453655e-05,517607.0,31.9916539,-111.059406,AZ,2002.0
1,COTTONWOOD,2.0,15110639.551539922,34.765032,-111.9487811,0.00020489703923778303,9761.0,34.6495469,-112.0529471,AZ,2002.0
2,YUMA,4.0,13955229.837349068,32.732294,-114.45913,6.474168069403081e-05,61784.0,32.4790669,-114.684986,AZ,2002.0
3,BISBEE,1.0,11925778.678362645,31.462218,-109.8674551,0.00015441630636195183,6476.0,31.377623,-109.953309,AZ,2002.0
4,CHANDLER,4.0,13861711.521568658,33.3618571,-111.755287,2.1299821613993983e-05,187795.0,33.2037779,-111.9724189,AZ,2002.0
5,GILBERT,1.0,13847258.517234175,33.3857919,-111.686071,8.571697967650412e-06,116663.0,33.2046378,-111.841854,AZ,2002.0
6,MESA,4.0,13924177.13379701,33.513376,-111.580636,9.488858893551609e-06,421547.0,33.2776239,-111.894881,AZ,2002.0
7,PHOENIX,21.0,14196597.356753627,33.92057,-111.926046,1.4947278812303461e-05,1404938.0,33.2902598,-112.324056,AZ,2002.0
8,KINGMAN,1.0,16134917.437008495,35.287331,-113.936148,4.685157421289355e-05,21344.0,35.1739229,-114.094733,AZ,2002.0
9,ALAMEDA,4.0,21313677.963429533,37.8016646,-122.2232768,5.3394559094428276e-05,74914.0,37.7071099,-122.3405153,CA,2002.0
10,BERKELEY,2.0,21452598.62368211,37.9066895,-122.2341961,1.8776169285942284e-05,106518.0,37.8356375,-122.3686793,CA,2002.0
11,HAYWARD,2.0,21086514.160757154,37.6899605,-121.9203974,1.3776571562400982e-05,145174.0,37.5462668,-122.2182267,CA,2002.0
12,OAKLAND,2.0,21302104.16472346,37.8853679,-122.1147882,4.829039914429413e-06,414161.0,37.6320672,-122.35582759999998,CA,2002.0
13,CHICO,4.0,23452068.166080978,39.816935,-121.7132931,6.435317019804688e-05,62157.0,39.6987579,-121.898508,CA,2002.0
14,SOUTH LAKE TAHOE,2.0,21807857.80556681,38.9640472,-119.931802,8.171269815329302e-05,24476.0,38.881414,-120.0252271,CA,2002.0
15,FRESNO,16.0,19418820.320273217,36.908905,-119.6546399,8.228124758941657e-05,194455.0,36.6621619,-119.934483,CA,2002.0
16,ARCATA,2.0,25674478.970157087,40.9104758,-123.987497,0.00011586142973004287,17262.0,40.780366,-124.118951,CA,2002.0
17,HANFORD,2.0,18882441.342408568,36.371886,-119.6008429,0.00013146650890685598,15213.0,36.26574,-119.691012,CA,2002.0
18,MONTEREY PARK,38.0,16179013.66662343,34.071675,-118.0934759,3.711615304748035e-05,1023813.0,34.027181,-118.169849,CA,2002.0
19,ARCADIA,2.0,16230871.033461574,34.1794529,-117.9914499,3.6360991927859794e-05,55004.0,34.087007,-118.0693881,CA,2002.0
20,AZUSA,4.0,16202489.212228173,34.168206,-117.881345,8.629058354007119e-05,46355.0,34.1067338,-117.943592,CA,2002.0
21,BEVERLY HILLS,8.0,16284100.015046062,34.112432,-118.3720269,0.00022840827980014276,35025.0,34.0526658,-118.4270409,CA,2002.0
22,COVINA,2.0,16147271.103926245,34.107035,-117.8405489,4.118785781951481e-05,48558.0,34.0679559,-117.927295,CA,2002.0
23,WEST HOLLYWOOD,26.0,16280352.914848804,34.098071000000004,-118.34338,0.0007021713298044723,37028.0,34.0763898,-118.395844,CA,2002.0
24,GLENDALE,2.0,16346967.080970202,34.2672319,-118.1820051,9.894328570863182e-06,202136.0,34.118761,-118.3078491,CA,2002.0
25,HAWTHORNE,2.0,16108898.199955793,33.934542,-118.313391,2.293525377858306e-05,87202.0,33.893485,-118.378741,CA,2002.0
26,HUNTINGTON PARK,2.0,16134598.337854555,33.996358,-118.189009,3.144555202666583e-05,63602.0,33.961577,-118.2390209,CA,2002.0
27,IRWINDALE,2.0,16190230.831779873,34.140813,-117.925302,0.00133422281521014,1499.0,34.076935799999994,-118.008054,CA,2002.0
28,LONG BEACH,32.0,15949537.029658062,33.8854591,-118.063253,6.687872796659407e-05,478478.0,33.714957,-118.248966,CA,2002.0
29,LOS ANGELES,162.0,16226715.225732833,34.3373061,-118.15528909999998,4.229145548132506e-05,3830561.0,33.7036519,-118.6681759,CA,2002.0
30,MONROVIA,2.0,16232053.367584787,34.194181,-117.941536,5.22384161312229e-05,38286.0,34.102902,-118.022046,CA,2002.0
31,MONTEBELLO,2.0,16135491.12520563,34.046178999999995,-118.072594,3.1039995033600795e-05,64433.0,33.974451,-118.14415990000002,CA,2002.0
32,PASADENA,4.0,16307583.348864947,34.251905,-118.06547890000002,2.8806613998574072e-05,138857.0,34.117036799999994,-118.19813909999998,CA,2002.0
33,POMONA,2.0,16095453.779161721,34.1129359,-117.711067,1.2906223380914277e-05,154964.0,34.018512,-117.828817,CA,2002.0
34,REDONDO BEACH,2.0,16060953.348303,33.894653000000005,-118.3523331,3.0494777769307007e-05,65585.0,33.814614899999995,-118.4019511,CA,2002.0
35,SANTA MONICA,2.0,16248429.715220826,34.05056,-118.443426,2.294288369105113e-05,87173.0,33.993161,-118.51808490000002,CA,2002.0
36,WHITTIER,2.0,16081797.887575615,34.030716,-117.965576,2.305342631548614e-05,86755.0,33.9281669,-118.072246,CA,2002.0
37,MADERA,4.0,19715271.82586819,37.00736,-120.034061,8.929568032146445e-05,44795.0,36.9287689,-120.183635,CA,2002.0
38,MERCED,2.0,20190834.49604444,37.3756909,-120.3994271,2.4756151903748083e-05,80788.0,37.221798,-120.543354,CA,2002.0
39,GUSTINE,2.0,20319215.449643195,37.267179,-120.960798,0.0004105933073290905,4871.0,37.245756,-121.02051000000002,CA,2002.0
40,SALINAS,2.0,19914817.28985036,36.73445200000001,-121.5904829,1.2770658135867032e-05,156609.0,36.6388181,-121.69191399999998,CA,2002.0
41,NEVADA CITY,2.0,22576561.257080458,39.277901,-121.007795,0.0006426735218508997,3112.0,39.2436219,-121.0394919,CA,2002.0
42,SANTA ANA,10.0,15818539.717821296,33.784013200000004,-117.8303496,8.712850583325347e-05,114773.0,33.691654,-117.94394579999998,CA,2002.0
43,GARDEN GROVE,2.0,15869755.280456223,33.805686,-117.8942775,1.1677741057769785e-05,171266.0,33.732481,-118.0427903,CA,2002.0
44,LAGUNA BEACH,4.0,15610729.189059755,33.6102985,-117.731183,0.00016260823610715882,24599.0,33.4841729,-117.82019479999998,CA,2002.0
45,NEWPORT BEACH,4.0,15701942.408668706,33.671753,-117.7839003,5.509262447489842e-05,72605.0,33.5642657,-117.9572316,CA,2002.0
46,ORANGE,2.0,15865235.125415722,33.847181400000004,-117.7297706,1.4975216017491053e-05,133554.0,33.7680868,-117.9047361,CA,2002.0
47,ROSEVILLE,2.0,22105932.98603576,38.8103559,-121.184654,2.4137681334331025e-05,82858.0,38.7162098,-121.4005801,CA,2002.0
48,RIVERSIDE,24.0,15882095.025068149,34.0195141,-117.275174,5.3958290241643207e-05,444788.0,33.872516999999995,-117.523882,CA,2002.0
49,PALM SPRINGS,12.0,15496096.834966032,33.932139,-116.443046,0.000270392068499324,44380.0,33.611126,-116.684848,CA,2002.0
50,CORONA,2.0,15849419.061750276,33.91596,-117.483803,1.543722068278827e-05,129557.0,33.80272,-117.6737489,CA,2002.0
51,MORENO VALLEY,4.0,15803558.874539007,33.984516,-117.0880771,2.7098067907758176e-05,147612.0,33.859072999999995,-117.2967751,CA,2002.0
52,SACRAMENTO,16.0,21930483.4625426,38.685507,-121.325705,2.073503092759457e-05,771641.0,38.437574,-121.56012,CA,2002.0
53,SAN BERNARDINO,4.0,16043718.745849807,34.2476399,-117.164972,2.0810355232763824e-05,192212.0,34.050112799999994,-117.4243172,CA,2002.0
54,ADELANTO,2.0,16497366.334081588,34.675216,-117.3341109,0.00010640561821664184,18796.0,34.5068869,-117.507443,CA,2002.0
55,SAN DIEGO,58.0,14775524.526416063,33.114249,-116.90816,0.0001263093708486683,459190.0,32.534856,-117.3097969,CA,2002.0
56,CHULA VISTA,2.0,14582550.251608409,32.6856099,-116.924797,1.1115310228308472e-05,179932.0,32.577923,-117.1242631,CA,2002.0
57,ESCONDIDO,6.0,15047186.350287678,33.211608899999995,-116.9938521,4.3331937082027354e-05,138466.0,33.0578419,-117.14610290000002,CA,2002.0
58,IMPERIAL BEACH,2.0,14544149.78711075,32.592055,-117.099577,7.14694110920526e-05,27984.0,32.5341559,-117.1336629,CA,2002.0
59,OCEANSIDE,8.0,15194243.111340083,33.299233,-117.2365761,4.791997364401449e-05,166945.0,33.1527181,-117.39850690000002,CA,2002.0
60,VISTA,4.0,15136918.846998733,33.238814899999994,-117.192687,4.293780459005131e-05,93158.0,33.1311811,-117.288254,CA,2002.0
61,SANTEE,2.0,14777417.6435059,32.9034739,-116.938079,3.6415942899801534e-05,54921.0,32.814991,-117.038447,CA,2002.0
62,SAN FRANCISCO,106.0,21503475.501971778,37.9298239,-122.28178,0.00013163303194336303,805269.0,37.6398299,-123.173825,CA,2002.0
63,ARROYO GRANDE,2.0,17937690.92639364,35.146825,-120.55167900000001,0.00012170632264346132,16433.0,35.1014458,-120.6096811,CA,2002.0
64,SAN LUIS OBISPO,2.0,18116452.694581863,35.3119901,-120.617795,4.3671936413660584e-05,45796.0,35.233002,-120.7229771,CA,2002.0
65,PACIFICA,2.0,21226511.75357705,37.6668289,-122.4433849,5.0251256281407036e-05,39800.0,37.5660369,-122.5148869,CA,2002.0
66,SANTA BARBARA,6.0,16967951.02104718,34.4611451,-119.63992009999998,5.549800207192541e-05,108112.0,34.336029,-119.859791,CA,2002.0
67,SANTA MARIA,2.0,17698339.68990068,34.9888501,-120.35428600000002,2.4916840046345324e-05,80267.0,34.875771,-120.5084439,CA,2002.0
68,SAN JOSE,24.0,20642035.645501554,37.4692304,-121.589154,0.00023080030004039005,103986.0,37.124493,-122.0456719,CA,2002.0
69,SARATOGA,4.0,20679684.229837447,37.2969239,-121.9851448,7.63315077381066e-05,52403.0,37.2360149,-122.0676959,CA,2002.0
70,PALO ALTO,10.0,20844867.78815865,37.477838,-122.0692945,0.000164606343928495,60751.0,37.2853458,-122.202476,CA,2002.0
71,SANTA CRUZ,8.0,20365470.169232156,37.0108489,-121.9862189,0.0001413452534497076,56599.0,36.9409339,-122.1087411,CA,2002.0
72,WATSONVILLE,4.0,20215988.478369113,36.9578959,-121.732483,8.716306029504696e-05,45891.0,36.8840499,-121.826751,CA,2002.0
73,REDDING,2.0,24648770.808214594,40.6794979,-122.2715971,2.385610000477122e-05,83836.0,40.468919,-122.4538641,CA,2002.0
74,VACAVILLE,2.0,21892411.358195677,38.4174749,-121.89695,2.176728594595183e-05,91881.0,38.3086281,-122.0324541,CA,2002.0
75,VALLEJO,4.0,21722973.345010787,38.173496,-122.1661499,3.304446959495741e-05,121049.0,38.0599179,-122.3879329,CA,2002.0
76,SANTA ROSA,4.0,22242234.332468156,38.507397,-122.5730251,2.614071547138245e-05,153018.0,38.363703,-122.8340651,CA,2002.0
77,MODESTO,8.0,20753614.9768632,37.71181770000001,-120.9028043,7.226151442068847e-05,110709.0,37.594752,-121.07450190000002,CA,2002.0
78,VENTURA,4.0,16732334.068334747,34.3714917,-119.1452588,0.000490737332842596,8151.0,34.233439000000004,-119.3523163,CA,2002.0
79,OXNARD,2.0,16616238.191980278,34.2614,-119.119938,1.1323938239240843e-05,176617.0,34.119005,-119.32921609999998,CA,2002.0
80,AURORA,2.0,17262911.31941989,39.82667100000001,-104.4889061,8.083616933560753e-06,247414.0,39.550999,-104.884761,CO,2002.0
81,COLORADO SPRINGS,4.0,16585369.128101978,39.0353389,-104.5988969,1.0578820144189318e-05,378114.0,38.7160299,-104.917822,CO,2002.0
82,CANON CITY,6.0,16349334.283330146,38.476948,-105.148237,0.00037112636852848393,16167.0,38.3864139,-105.273708,CO,2002.0
83,LAKEWOOD,2.0,17409477.289116576,39.761955,-105.053173,5.799791207516529e-05,34484.0,39.6183039,-105.199324,CO,2002.0
84,FORT COLLINS,2.0,18157677.340428293,40.6392729,-104.98208,1.608816313397418e-05,124315.0,40.474044,-105.153224,CO,2002.0
85,GREELEY,2.0,17939491.732895028,40.48121810000001,-104.6191429,2.48135879207454e-05,80601.0,40.3774919,-104.90738600000002,CO,2002.0
86,DENVER,2.0,17384332.07753334,39.9142469,-104.6002959,3.441718794365906e-06,581105.0,39.614431,-105.109927,CO,2002.0
87,CHESHIRE,2.0,9157381.924930956,41.563797,-72.8462959,6.895838361548805e-05,29003.0,41.448097,-72.9699491,CT,2002.0
88,FAIRFIELD,2.0,9102491.869114025,41.2319929,-73.2178071,3.4325924654595385e-05,58265.0,41.1128568,-73.3384286,CT,2002.0
89,FARMINGTON,2.0,9238998.900034884,41.7764978,-72.76196879999998,8.325354868251259e-05,24023.0,41.6878989,-72.908546,CT,2002.0
90,HARTFORD,2.0,9214453.694950067,41.807575,-72.6425359,1.618908855431439e-05,123540.0,41.7237999,-72.717638,CT,2002.0
91,NEW HAVEN,8.0,9071198.81769767,41.35038,-72.8601438,6.36841267314122e-05,125620.0,41.2461968,-72.998048,CT,2002.0
92,NEW MILFORD,2.0,9324099.271802489,41.6833271,-73.343067,7.257420712678714e-05,27558.0,41.4912939,-73.5069608,CT,2002.0
93,NORTH HAVEN,2.0,9092048.90950657,41.434297,-72.8172429,8.54481756814492e-05,23406.0,41.332597,-72.90794609999998,CT,2002.0
94,ORANGE,2.0,9088902.188164916,41.314097,-72.980148,0.00014873205919535955,13447.0,41.2447969,-73.08685190000001,CT,2002.0
95,SHELTON,2.0,9130152.996601483,41.376696,-73.065051,5.165822915590454e-05,38716.0,41.254596,-73.2049109,CT,2002.0
96,WATERFORD,2.0,8902302.773330173,41.426998,-72.0891189,0.00010276964184779816,19461.0,41.2759969,-72.21902299999998,CT,2002.0
97,WINDSOR LOCKS,2.0,9277454.106166773,41.9480961,-72.613934,0.00016342539630658605,12238.0,41.897596899999996,-72.695492,CT,2002.0
98,GROTON TOWN,2.0,8865632.875002643,41.4003979,-71.958617,6.733553296074339e-05,29702.0,41.276598,-72.0972209,CT,2002.0
99,MIDDLETOWN,2.0,9112525.370378295,41.6043499,-72.5509449,3.980360899322741e-06,502467.0,41.49504500000001,-72.7546402,CT,2002.0
100,WASHINGTON,16.0,8972186.05385008,38.995548,-76.90939300000002,2.8026022161577023e-05,570898.0,38.7916449,-77.119759,DC,2002.0
101,WILMINGTON,2.0,9004658.606476633,39.77301,-75.47050290000001,2.671332594264649e-05,74869.0,39.686794,-75.588466,DE,2002.0
102,LAUREL,2.0,8493110.101624485,38.5822249,-75.5596329,0.0005292405398253506,3779.0,38.541069,-75.5902689,DE,2002.0
103,REHOBOTH BEACH,2.0,8455329.383251654,38.75942,-75.068812,0.0012978585334198572,1541.0,38.688837,-75.1117781,DE,2002.0
104,GAINESVILLE,2.0,5971936.3848461155,29.770553000000003,-82.218976,2.0037871577281062e-05,99811.0,29.601988,-82.420516,FL,2002.0
105,ALACHUA,2.0,6031116.717642522,29.8399961,-82.3814071,0.00031362709738121374,6377.0,29.7183041,-82.5554489,FL,2002.0
106,PANAMA CITY,2.0,6684960.949353432,30.2772461,-85.46540390000001,2.6614856412849653e-05,75146.0,30.130167,-85.74140890000002,FL,2002.0
107,TITUSVILLE,2.0,5332875.454033554,28.651774100000004,-80.77367609999997,9.507420541732823e-06,210362.0,28.493768900000006,-80.870509,FL,2002.0
108,MELBOURNE,2.0,5143262.831390279,28.199865000000006,-80.5746241,0.00019468509685583569,10273.0,28.035096000000006,-80.7404849,FL,2002.0
109,FORT LAUDERDALE,2.0,4389385.580694468,26.21186,-80.087165,1.5601962726911044e-05,128189.0,26.070365,-80.2039691,FL,2002.0
110,POMPANO BEACH,4.0,4425701.8506217,26.2976259,-80.078665,4.891949074810131e-05,81767.0,26.2058598,-80.1955689,FL,2002.0
111,WILTON MANORS,8.0,4394596.088006458,26.1665621,-80.117766,0.0006025003765627354,13278.0,26.150662,-80.1605669,FL,2002.0
112,OAKLAND,2.0,5433046.856891769,28.564078100000003,-81.615468,6.176461505203669e-05,32381.0,28.5419359,-81.6520959,FL,2002.0
113,NAPLES,4.0,4573197.786793793,26.211242,-81.766661,1.774803995083793e-05,225377.0,26.078572,-81.8224189,FL,2002.0
114,CORAL GABLES,4.0,4250385.074821646,25.771853,-80.19562590000002,9.053870529651426e-05,44180.0,25.609988,-80.3013,FL,2002.0
115,MIAMI SPRINGS,2.0,4297213.591533324,25.8399529,-80.25856309999998,0.00013947974056768253,14339.0,25.80209,-80.306178,FL,2002.0
116,NORTH MIAMI BEACH,2.0,4320911.98588922,25.957163,-80.1298718,4.6892218236383674e-05,42651.0,25.9000959,-80.2088659,FL,2002.0
117,JACKSONVILLE,4.0,6143308.238234154,30.586232,-81.316712,5.199849724342966e-06,769253.0,30.103748,-82.04950179999999,FL,2002.0
118,PENSACOLA,2.0,7043004.730140605,30.5105949,-87.1261481,3.3997994118347015e-05,58827.0,30.3631529,-87.25934000000002,FL,2002.0
119,TAMPA,8.0,5327844.274757674,28.1714781,-82.25974090000003,1.186690084017658e-05,674144.0,27.817487,-82.64882,FL,2002.0
120,BRONSON,2.0,5922572.059474067,29.463928000000006,-82.6226821,6.860122110173561e-05,29154.0,29.433711,-82.656193,FL,2002.0
121,OCALA,2.0,5744783.276423905,29.2267539,-82.061536,9.212811335443068e-06,217089.0,29.1210169,-82.25207990000001,FL,2002.0
122,KEY WEST,4.0,4035722.251408903,24.5856092,-81.7479291,7.069011222055315e-05,56585.0,24.5436688,-81.813327,FL,2002.0
123,YULEE,2.0,6241324.693599486,30.686444,-81.51392609999998,4.059347662830583e-05,49269.0,30.5693819,-81.6228478,FL,2002.0
124,WEST PALM BEACH,2.0,4591550.6112473635,26.839332,-80.043463,3.650001368750513e-06,547945.0,26.6445439,-80.2146168,FL,2002.0
125,BOCA RATON,4.0,4464418.322893461,26.4249029,-80.063664,5.116201731834286e-05,78183.0,26.3207559,-80.17106690000001,FL,2002.0
126,LARGO,4.0,5336387.646539694,27.9432791,-82.69627890000002,1.328374070138151e-05,301120.0,27.875044,-82.84541390000003,FL,2002.0
127,CLEARWATER,4.0,5365284.296276937,28.050086,-82.648608,3.5161434938159826e-05,113761.0,27.935115000000003,-82.846189,FL,2002.0
128,MADEIRA BEACH,2.0,5295877.960187411,27.8126269,-82.772786,0.00042399830400678397,4717.0,27.77848,-82.813265,FL,2002.0
129,ST. PETERSBURG,10.0,5271707.105298334,27.913900899999994,-82.5406181,3.852347235170389e-05,259582.0,27.643637899999995,-82.76902290000002,FL,2002.0
130,BARTOW,2.0,5210183.895722635,27.975728000000004,-81.7467751,6.274312962730581e-06,318760.0,27.820744,-81.89026690000001,FL,2002.0
131,DAYTONA BEACH,2.0,5611411.236211529,29.2930571,-80.98290990000002,2.9831600614530973e-05,67043.0,29.127476,-81.21030999999998,FL,2002.0
132,YOUNG HARRIS,2.0,8581251.17595313,34.94910479999999,-83.83758890000001,0.00022471910112359551,8900.0,34.925604,-83.85555790000002,GA,2002.0
133,ATLANTA,16.0,8126315.468109874,33.8876179,-84.289389,3.956870115738451e-05,404360.0,33.6478079,-84.5518189,GA,2002.0
134,MASON CITY,2.0,16167531.572544366,43.1841158,-93.112528,6.831534362617844e-05,29276.0,43.1043401,-93.280436,IA,2002.0
135,LE MARS,6.0,16931861.910824288,42.814143,-96.1350848,0.0006472491909385113,9270.0,42.7495301,-96.228608,IA,2002.0
136,DAVENPORT,2.0,14161337.666895809,41.62154,-90.490026,2.0261371694863742e-05,98710.0,41.4606319,-90.687933,IA,2002.0
137,INDIANOLA,2.0,14981092.47183231,41.4021579,-93.520321,0.00015332720024532353,13044.0,41.33181389999999,-93.611683,IA,2002.0
138,BOISE,2.0,25683385.359204262,43.6898951,-116.1019091,1.0386319140428228e-05,192561.0,43.511717,-116.3658869,ID,2002.0
139,IDAHO CITY,2.0,25772618.973829504,43.8385089,-115.812717,0.00031060723714862557,6439.0,43.819812,-115.8446599,ID,2002.0
140,MOUNTAIN HOME,2.0,24906659.828971524,43.1622089,-115.65648,0.00010727311735679038,18644.0,43.104836,-115.74863,ID,2002.0
141,SCHAUMBURG,2.0,13709868.384692531,42.078026,-88.0279709,2.614823434047616e-05,76487.0,41.986839,-88.1544128,IL,2002.0
142,SKOKIE,2.0,13603374.757643979,42.06502879999999,-87.708853,3.111726541471535e-05,64273.0,42.003231,-87.780761,IL,2002.0
143,BRADLEY,2.0,13080809.68045163,41.2067229,-87.8107189,0.0001541901164135379,12971.0,41.133232,-87.887312,IL,2002.0
144,HIGHLAND PARK,2.0,13722025.343243202,42.223163,-87.759192,6.284762593093046e-05,31823.0,42.152361,-87.8522588,IL,2002.0
145,NORMAL,2.0,13005926.484996095,40.5621979,-88.91380600000002,4.343199635171231e-05,46049.0,40.491672,-89.06045390000001,IL,2002.0
146,PEORIA,12.0,13336555.584423622,40.844136,-89.5464949,0.00010472574944364446,114585.0,40.651938,-89.69828100000002,IL,2002.0
147,ROCK ISLAND,2.0,14110731.830969188,41.5153321,-90.5315339,4.967216371945162e-05,40264.0,41.41493300000001,-90.6534173,IL,2002.0
148,PEKIN,2.0,13223674.29876014,40.61533789999999,-89.578947,5.822246805042066e-05,34351.0,40.5290161,-89.67885600000002,IL,2002.0
149,WASHINGTON,2.0,13251676.22247515,40.7352459,-89.377488,0.00018183471224656787,10999.0,40.674965,-89.483949,IL,2002.0
150,CHICAGO,42.0,13469689.735000612,42.023131,-87.523661,1.4293994106109763e-05,2938297.0,41.6443349,-87.94026690000003,IL,2002.0
151,FORT WAYNE,4.0,12237414.791556422,41.199779,-84.998627,1.9195147466720413e-05,208386.0,40.965447,-85.303173,IN,2002.0
152,NEW ALBANY,6.0,10812892.744017959,38.371923,-85.7829469,0.0001575257948489065,38089.0,38.257299,-85.86438509999998,IN,2002.0
153,GREENWOOD,2.0,11628158.82829078,39.6369449,-86.039923,5.479001725885544e-05,36503.0,39.571337,-86.1648319,IN,2002.0
154,ANDERSON,2.0,11800028.547848776,40.1591549,-85.60135190000003,3.305457310018841e-05,60506.0,40.0302128,-85.749179,IN,2002.0
155,BLOOMINGTON,12.0,11489074.916517612,39.22107000000001,-86.4712941,0.00017097426837260992,70186.0,39.1213559,-86.592398,IN,2002.0
156,INDEPENDENCE,2.0,12687136.182325916,37.2630831,-95.6872059,0.00020108586366378444,9946.0,37.143146,-95.797077,KS,2002.0
157,WICHITA,12.0,13469798.403635476,37.8401999,-97.153025,3.450248849198248e-05,347801.0,37.489018,-97.7343619,KS,2002.0
158,ASHLAND,2.0,10106184.341475895,38.4984601,-82.60628790000001,8.985129610494631e-05,22259.0,38.4344039,-82.68192909999998,KY,2002.0
159,MURRAY,4.0,10459602.653570987,36.6620349,-88.285669,0.00026421824426976683,15139.0,36.571819,-88.361249,KY,2002.0
160,NEWPORT,12.0,10903235.486399543,39.103948,-84.461139,0.0006950880444856349,17264.0,39.0651739,-84.5061059,KY,2002.0
161,HOPKINSVILLE,2.0,10359338.014009528,36.8984109,-87.37255390000001,6.564048705241393e-05,30469.0,36.701674,-87.551469,KY,2002.0
162,LEXINGTON,4.0,10318661.17306376,38.211404,-84.282715,1.516259993101017e-05,263807.0,37.8452559,-84.6604151,KY,2002.0
163,LOUISVILLE,2.0,10704909.552485293,38.38051,-85.4051,7.707960781895541e-06,259472.0,37.9971,-85.948441,KY,2002.0
164,WILMORE,2.0,10278021.018795997,37.888694,-84.6362561,0.00033444816053511704,5980.0,37.851309,-84.67642590000001,KY,2002.0
165,RICHMOND,2.0,10103021.841445541,37.794517,-84.24014,7.273785277858598e-05,27496.0,37.6235191,-84.3420199,KY,2002.0
166,BOWLING GREEN,2.0,10209140.201797986,37.0466521,-86.3067189,4.0064102564102564e-05,49920.0,36.898847,-86.5332069,KY,2002.0
167,NEW ORLEANS,2.0,7286707.606839512,30.199332,-89.62505300000002,4.113897362374706e-06,486157.0,29.8666609,-90.1400739,LA,2002.0
168,HYANNIS,4.0,8569297.465109294,41.6650646,-70.2708264,8.262414277451872e-05,48412.0,41.6314151,-70.3034965,MA,2002.0
169,PROVINCETOWN,2.0,8713921.200829456,42.08560900000001,-70.14670490000002,0.0005758710048949035,3473.0,42.0170199,-70.250188,MA,2002.0
170,ADAMS,2.0,9714678.874019405,42.66024390000001,-73.063159,0.00022426553038797938,8918.0,42.59401389999999,-73.1742199,MA,2002.0
171,FAIRHAVEN,2.0,8704536.209281877,41.68125300000001,-70.81581779999998,0.00012224938875305622,16360.0,41.582058,-70.9199818,MA,2002.0
172,FALL RIVER,2.0,8785495.766634718,41.767556,-71.008257,2.1487354691763898e-05,93078.0,41.6036349,-71.201162,MA,2002.0
173,BEVERLY,2.0,9079791.832732398,42.5913139,-70.73355790000002,4.9558925562493803e-05,40356.0,42.495974,-70.92209609999998,MA,2002.0
174,BOXFORD,2.0,9189670.84777515,42.737053,-70.94967290000002,0.00024940765681506424,8019.0,42.620819,-71.1087749,MA,2002.0
175,PEABODY,2.0,9112519.43920554,42.5702401,-70.9126949,4.104584821245331e-05,48726.0,42.4950479,-71.0346189,MA,2002.0
176,NORTHFIELD,2.0,9554583.330275841,42.7285309,-72.377039,0.0006695681285570807,2987.0,42.604405,-72.5167739,MA,2002.0
177,SPRINGFIELD,6.0,9333811.818701018,42.1620859,-72.471149,3.896938954451278e-05,153967.0,42.063595,-72.6215339,MA,2002.0
178,WILBRAHAM,4.0,9314227.86545234,42.18476500000001,-72.3794631,0.0002932551319648094,13640.0,42.085254,-72.484628,MA,2002.0
179,BELCHERTOWN,4.0,9367228.1699097,42.358762,-72.33164190000002,0.0003046922608165753,13128.0,42.1858049,-72.472489,MA,2002.0
180,NORTHAMPTON,6.0,9460597.319087498,42.375352,-72.58553590000002,0.00020451291839934557,29338.0,42.283829,-72.741264,MA,2002.0
181,ARLINGTON,2.0,9112566.17139465,42.43628,-71.132254,4.660375160200396e-05,42915.0,42.397489,-71.202736,MA,2002.0
182,BILLERICA,2.0,9200259.727598945,42.612745,-71.2050321,5.067781578613962e-05,39465.0,42.506544,-71.3335921,MA,2002.0
183,CAMBRIDGE,6.0,9082082.74880764,42.4043839,-71.06548719999998,5.847326310044732e-05,102611.0,42.3523968,-71.1603321,MA,2002.0
184,CANTON,2.0,9000696.801919177,42.22788,-71.0663929,9.509319132750095e-05,21032.0,42.1375319,-71.177624,MA,2002.0
185,NEEDHAM,2.0,9075813.286543155,42.3166231,-71.187995,6.833168198435204e-05,29269.0,42.2543049,-71.3011979,MA,2002.0
186,HINGHAM,2.0,8953751.31683868,42.27468579999999,-70.82693309999998,9.936406995230525e-05,20128.0,42.157502,-70.93349090000002,MA,2002.0
187,PLYMOUTH,2.0,8754219.59259993,42.013677,-70.516363,3.821023270031715e-05,52342.0,41.7628209,-70.753351,MA,2002.0
188,BOSTON,62.0,9018252.997084372,42.4008199,-70.74945500000003,0.0001039494068177398,596444.0,42.22788,-71.191113,MA,2002.0
189,CHELSEA,4.0,9070330.876942525,42.4147728,-71.009377,0.00011262846684499507,35515.0,42.383209,-71.055295,MA,2002.0
190,REVERE,4.0,9068605.523538208,42.4500959,-70.9507929,8.356138628339844e-05,47869.0,42.3881159,-71.033051,MA,2002.0
191,SPENCER,2.0,9251182.477743408,42.315727,-71.9389099,0.00016897600540723216,11836.0,42.183943,-72.041777,MA,2002.0
192,STURBRIDGE,2.0,9209239.379574696,42.1745971,-72.02387,0.00025207965717166626,7934.0,42.028723,-72.13568690000002,MA,2002.0
193,UPTON,2.0,9119354.408242203,42.230595,-71.55159499999998,0.00035014005602240897,5712.0,42.121687,-71.64927790000002,MA,2002.0
194,WORCESTER,2.0,9215462.211284036,42.3411789,-71.73155890000002,1.144243311897842e-05,174788.0,42.209691,-71.88391709999998,MA,2002.0
