,city,crimes,engineered_location,northeast_lat,northeast_long,per-capita_crime,population,southwest_lat,southwest_long,state,year
3456,JACKSONVILLE,2.0,6143308.238234154,30.586232,-81.316712,2.6501333679617427e-06,754679.0,30.103748,-82.04950179999999,FL,2001.0
3457,PENSACOLA,2.0,7043004.730140605,30.5105949,-87.1261481,3.465423734687159e-05,57713.0,30.3631529,-87.25934000000002,FL,2001.0
3458,BUNNELL,2.0,5702456.521899706,29.510925,-81.1865349,4.551454189613582e-05,43942.0,29.262251000000006,-81.33686390000003,FL,2001.0
3459,TAMPA,2.0,5327844.274757674,28.1714781,-82.25974090000003,3.0240121686249666e-06,661373.0,27.817487,-82.64882,FL,2001.0
3460,MOUNT DORA,2.0,5535545.449938503,28.851757,-81.592865,0.00020699648105982198,9662.0,28.7858699,-81.68768979999999,FL,2001.0
3461,TALLAHASSEE,2.0,6589707.134196017,30.587337,-84.129826,1.2942721983860425e-05,154527.0,30.346942,-84.3838858,FL,2001.0
3462,KEY WEST,4.0,4035722.251408903,24.5856092,-81.7479291,0.0001530338970081873,26138.0,24.5436688,-81.813327,FL,2001.0
3463,SHALIMAR,2.0,6947070.289954403,30.449275,-86.578029,1.7268472948937126e-05,115818.0,30.4340539,-86.5879059,FL,2001.0
3464,FORT WALTON BEACH,2.0,6951807.728786882,30.4717529,-86.58188009999998,9.760382606998194e-05,20491.0,30.401181,-86.672804,FL,2001.0
3465,OCOEE,4.0,5426601.9908274915,28.621777,-81.49615,0.00015985293529952445,25023.0,28.5190529,-81.5753949,FL,2001.0
3466,LARGO,2.0,5336387.646539694,27.9432791,-82.69627890000002,6.7701369260193285e-06,295415.0,27.875044,-82.84541390000003,FL,2001.0
3467,ST. PETERSBURG,2.0,5271707.105298334,27.913900899999994,-82.5406181,7.853485376810229e-06,254664.0,27.643637899999995,-82.76902290000002,FL,2001.0
3468,LAKE WALES,2.0,5189273.864434214,27.978442,-81.531235,0.00019124115509657678,10458.0,27.857753,-81.660674,FL,2001.0
3469,DAYTONA BEACH,2.0,5611411.236211529,29.2930571,-80.98290990000002,3.0407614066562266e-05,65773.0,29.127476,-81.21030999999998,FL,2001.0
3470,HOLLY HILL,2.0,5618069.897339809,29.266069,-81.023377,0.00016086222150727902,12433.0,29.2234139,-81.07397309999998,FL,2001.0
3471,ATLANTA,18.0,8126315.468109874,33.8876179,-84.289389,4.545247943275306e-05,396018.0,33.6478079,-84.5518189,GA,2001.0
3472,BOONE,2.0,15584367.026357422,42.0782969,-93.839556,0.0001563843928375948,12789.0,42.0240329,-93.917677,IA,2001.0
3473,COUNCIL BLUFFS,2.0,15618412.668508425,41.290575,-95.7652908,3.436130916587922e-05,58205.0,41.1748589,-95.928071,IA,2001.0
3474,BOISE,2.0,25683385.359204262,43.6898951,-116.1019091,1.0544574552778233e-05,189671.0,43.511717,-116.3658869,ID,2001.0
3475,IDAHO FALLS,2.0,23742653.886422712,43.553466,-111.97406709999998,3.861674808364388e-05,51791.0,43.4319421,-112.093347,ID,2001.0
3476,MOSCOW,2.0,29899277.698505875,46.758882,-116.962068,9.201324990798675e-05,21736.0,46.7109121,-117.0396979,ID,2001.0
3477,CHAMPAIGN,6.0,12540097.010157106,40.1670741,-88.2210401,8.841602687847217e-05,67861.0,40.062188,-88.333179,IL,2001.0
3478,URBANA,6.0,12516674.159805954,40.1574202,-88.15307259999999,0.00016402405686167306,36580.0,40.0732478,-88.2330202,IL,2001.0
3479,SKOKIE,2.0,13603374.757643979,42.06502879999999,-87.708853,3.1412461323406996e-05,63669.0,42.003231,-87.780761,IL,2001.0
3480,NORTHFIELD,2.0,13657439.397594517,42.119554,-87.751425,0.00036927621861152144,5416.0,42.0847279,-87.8024869,IL,2001.0
3481,GALESBURG,2.0,13693106.480503194,40.9922169,-90.3009469,5.903710482037961e-05,33877.0,40.901747,-90.441221,IL,2001.0
3482,LINCOLN,2.0,12874447.864603663,40.167882,-89.3306351,0.000159655144887044,12527.0,40.126518,-89.41652409999998,IL,2001.0
3483,NORMAL,2.0,13005926.484996095,40.5621979,-88.91380600000002,4.3844265170115746e-05,45616.0,40.491672,-89.06045390000001,IL,2001.0
3484,DECATUR,2.0,12559224.76168729,39.9249639,-88.803049,2.4308720753570344e-05,82275.0,39.786783,-89.03312109999997,IL,2001.0
3485,PEORIA,6.0,13336555.584423622,40.844136,-89.5464949,5.2859244641394074e-05,113509.0,40.651938,-89.69828100000002,IL,2001.0
3486,PORT BYRON,2.0,14127730.334043117,41.639245,-90.3061269,0.0012961762799740765,1543.0,41.589233,-90.3381979,IL,2001.0
3487,FREEPORT,2.0,14365767.674848728,42.3209931,-89.578743,8.830022075055188e-05,22650.0,42.2489099,-89.69175390000002,IL,2001.0
3488,CHICAGO,46.0,13469689.735000612,42.023131,-87.523661,1.580372053937411e-05,2910707.0,41.6443349,-87.94026690000003,IL,2001.0
3489,FORT WAYNE,6.0,12237414.791556422,41.199779,-84.998627,2.9001479075432847e-05,206886.0,40.965447,-85.303173,IN,2001.0
3490,LOGANSPORT,2.0,12375859.213412305,40.775348,-86.30280400000002,0.00010103561505430665,19795.0,40.7070219,-86.3939731,IN,2001.0
3491,NEW ALBANY,2.0,10812892.744017959,38.371923,-85.7829469,5.2889065185772844e-05,37815.0,38.257299,-85.86438509999998,IN,2001.0
3492,BLOOMINGTON,6.0,11489074.916517612,39.22107000000001,-86.4712941,8.610668618418221e-05,69681.0,39.1213559,-86.592398,IN,2001.0
3493,EVANSVILLE,2.0,11064459.418376947,38.0568899,-87.450011,3.9506953223767386e-05,50624.0,37.935588,-87.637548,IN,2001.0
3494,MISSION,2.0,13645832.679204028,39.04407310000001,-94.6380389,0.00020512820512820512,9750.0,39.0076199,-94.673785,KS,2001.0
3495,OLATHE,2.0,13602861.546290372,38.987756,-94.7140479,2.1464524507120855e-05,93177.0,38.8054929,-94.928023,KS,2001.0
3496,OVERLAND PARK,2.0,13569897.287480598,39.044086,-94.60767,1.3384641124309855e-05,149425.0,38.767258,-94.7610509,KS,2001.0
3497,SABETHA,2.0,14621886.422697596,39.9530851,-95.768729,0.0007727975270479134,2588.0,39.8834919,-95.815592,KS,2001.0
3498,WICHITA,20.0,13469798.403635476,37.8401999,-97.153025,5.7957407101521094e-05,345081.0,37.489018,-97.7343619,KS,2001.0
3499,ASHLAND,2.0,10106184.341475895,38.4984601,-82.60628790000001,9.045680687471733e-05,22110.0,38.4344039,-82.68192909999998,KY,2001.0
3500,HOPKINSVILLE,2.0,10359338.014009528,36.8984109,-87.37255390000001,6.608075067732769e-05,30266.0,36.701674,-87.551469,KY,2001.0
3501,COVINGTON,2.0,10882084.387446254,39.097747,-84.47971,4.584527220630373e-05,43625.0,38.9645561,-84.554789,KY,2001.0
3502,RICHMOND,2.0,10103021.841445541,37.794517,-84.24014,7.322788517867604e-05,27312.0,37.6235191,-84.3420199,KY,2001.0
3503,HARRODSBURG,2.0,10268033.135698786,37.808122,-84.82147900000002,0.00024810817516437165,8061.0,37.7231519,-84.876672,KY,2001.0
3504,LA GRANGE,2.0,10749276.228135863,38.4375779,-85.3363999,4.9204123305533005e-05,40647.0,38.3689089,-85.41014190000001,KY,2001.0
3505,BOWLING GREEN,2.0,10209140.201797986,37.0466521,-86.3067189,4.033396523212197e-05,49586.0,36.898847,-86.5332069,KY,2001.0
3506,HYANNIS,10.0,8569297.465109294,41.6650646,-70.2708264,0.00020812520812520813,48048.0,41.6314151,-70.3034965,MA,2001.0
3507,FALMOUTH,2.0,8619411.962376043,41.65921,-70.497692,6.094773731525217e-05,32815.0,41.5133389,-70.697498,MA,2001.0
3508,ADAMS,2.0,9714678.874019405,42.66024390000001,-73.063159,0.00022596316800361542,8851.0,42.59401389999999,-73.1742199,MA,2001.0
3509,NORTH EGREMONT,2.0,9603165.194991538,42.198845,-73.4369992,0.0014803849000740192,1351.0,42.1960946,-73.4389833,MA,2001.0
3510,ATTLEBORO,2.0,8940550.425165448,41.9867068,-71.2068929,4.731711933377496e-05,42268.0,41.89319879999999,-71.3816999,MA,2001.0
3511,NORTH ATTLEBORO,4.0,8959185.665739391,42.014899,-71.26866600000002,0.00014667057788207686,27272.0,41.915987,-71.3816999,MA,2001.0
3512,ANDOVER,4.0,9212420.622920075,42.701208,-71.07596090000001,0.00012740476493820868,31396.0,42.5979589,-71.25610309999998,MA,2001.0
3513,BEVERLY,2.0,9079791.832732398,42.5913139,-70.73355790000002,4.993508439029262e-05,40052.0,42.495974,-70.92209609999998,MA,2001.0
3514,DANVERS,8.0,9126685.035332732,42.613052,-70.9079219,0.00031580609505763463,25332.0,42.540335,-71.00268299999998,MA,2001.0
3515,HAVERHILL,2.0,9250370.864741366,42.833089,-70.99836409999997,3.3755274261603375e-05,59250.0,42.7325448,-71.18240390000003,MA,2001.0
3516,LYNN,2.0,9083584.80699102,42.5123831,-70.901493,2.2353361945636624e-05,89472.0,42.438297,-71.0114689,MA,2001.0
3517,MARBLEHEAD,2.0,9059230.158976523,42.528795,-70.76757109999998,9.768486861385171e-05,20474.0,42.45545900000001,-70.899045,MA,2001.0
3518,SALISBURY,2.0,9219461.821271326,42.88679000000001,-70.80734079999998,0.000254323499491353,7864.0,42.8122909,-70.9145378,MA,2001.0
3519,CHICOPEE,10.0,9366114.708050748,42.2188919,-72.514026,0.00018210624078087155,54913.0,42.123393,-72.628534,MA,2001.0
3520,EAST LONGMEADOW,2.0,9298997.046661893,42.0896251,-72.4581849,0.0001411731488670855,14167.0,42.033898,-72.53939609999998,MA,2001.0
3521,MONSON,2.0,9270945.36558321,42.161745,-72.2697959,0.0002381235861412073,8399.0,42.0316769,-72.388887,MA,2001.0
3522,SPRINGFIELD,4.0,9333811.818701018,42.1620859,-72.471149,2.6176982579218095e-05,152806.0,42.063595,-72.6215339,MA,2001.0
3523,WEST SPRINGFIELD,2.0,9363121.444530532,42.16299179999999,-72.58863290000002,7.134703196347032e-05,28032.0,42.084294,-72.6943359,MA,2001.0
3524,AMHERST,2.0,9436449.514864242,42.433715,-72.4641859,5.7077625570776254e-05,35040.0,42.30151400000001,-72.546796,MA,2001.0
3525,BELCHERTOWN,2.0,9367228.1699097,42.358762,-72.33164190000002,0.00015349194167306216,13030.0,42.1858049,-72.472489,MA,2001.0
3526,NORTHAMPTON,10.0,9460597.319087498,42.375352,-72.58553590000002,0.00034345377112240694,29116.0,42.283829,-72.741264,MA,2001.0
3527,SOUTH HADLEY,2.0,9406209.69970823,42.3055139,-72.52790990000003,0.00011575413821044102,17278.0,42.2116909,-72.6239339,MA,2001.0
3528,WARE,2.0,9341717.866746515,42.3521329,-72.203363,0.00020506510817184457,9753.0,42.2201559,-72.3559419,MA,2001.0
3529,ARLINGTON,2.0,9112566.17139465,42.43628,-71.132254,4.6958277570378716e-05,42591.0,42.397489,-71.202736,MA,2001.0
3530,CAMBRIDGE,2.0,9082082.74880764,42.4043839,-71.06548719999998,1.963922739279437e-05,101837.0,42.3523968,-71.1603321,MA,2001.0
3531,HUDSON,4.0,9196318.450442003,42.4119809,-71.472385,0.00021979229628001537,18199.0,42.3668509,-71.6079079,MA,2001.0
3532,LOWELL,4.0,9248653.42118659,42.6667599,-71.271231,3.785441193171064e-05,105668.0,42.607189,-71.38249090000002,MA,2001.0
3533,MEDFORD,2.0,9101428.145974776,42.453395,-71.0718321,3.5695163305372124e-05,56030.0,42.3961028,-71.14979790000002,MA,2001.0
3534,SOMERVILLE,2.0,9087097.032362914,42.418118,-71.0729949,2.569142035017406e-05,77847.0,42.372966,-71.1345009,MA,2001.0
3535,FRANKLIN,2.0,9032168.811809191,42.1394109,-71.3590459,6.733780007407158e-05,29701.0,42.0357209,-71.455564,MA,2001.0
3536,STOUGHTON,2.0,8968575.494574467,42.1640001,-71.056439,7.331915829606276e-05,27278.0,42.0728129,-71.15029,MA,2001.0
3537,PEMBROKE,2.0,8869130.659194285,42.117002,-70.749985,0.00011759172154280339,17008.0,42.0124219,-70.8466849,MA,2001.0
3538,PLYMOUTH,2.0,8754219.59259993,42.013677,-70.516363,3.850077964078773e-05,51947.0,41.7628209,-70.753351,MA,2001.0
3539,BOSTON,62.0,9018252.997084372,42.4008199,-70.74945500000003,0.00010473963753328017,591944.0,42.22788,-71.191113,MA,2001.0
3540,REVERE,6.0,9068605.523538208,42.4500959,-70.9507929,0.00012629451881788332,47508.0,42.3881159,-71.033051,MA,2001.0
3541,BARRE,2.0,9356147.05244383,42.484531,-72.00718909999998,0.0003893322951138797,5137.0,42.3566919,-72.205174,MA,2001.0
3542,SOUTHBRIDGE,2.0,9186737.11122429,42.115086,-71.98830509999998,0.00011563367252543941,17296.0,42.026916,-72.099811,MA,2001.0
3543,STURBRIDGE,2.0,9209239.379574696,42.1745971,-72.02387,0.000254000508001016,7874.0,42.028723,-72.13568690000002,MA,2001.0
3544,UXBRIDGE,2.0,9081372.56908661,42.11401179999999,-71.5907809,0.0001784280488892854,11209.0,42.011476,-71.696811,MA,2001.0
3545,WORCESTER,2.0,9215462.211284036,42.3411789,-71.73155890000002,1.1529437536389787e-05,173469.0,42.209691,-71.88391709999998,MA,2001.0
3546,TOWSON,2.0,9110475.907949459,39.4210171,-76.563109,2.612685108739954e-06,765496.0,39.371705,-76.6671741,MD,2001.0
3547,ROCKVILLE,8.0,9092664.40082521,39.120714,-77.0919957,9.208548295382604e-06,868758.0,39.053153,-77.20030179999998,MD,2001.0
3548,LANDOVER,2.0,8963398.911499964,38.9426791,-76.8806323,2.895961147785241e-06,690617.0,38.9253202,-76.91264709999999,MD,2001.0
3549,LEWISTON,8.0,9570180.220767852,44.1687481,-70.1157071,0.00022210500013881564,36019.0,44.005075,-70.224223,ME,2001.0
3550,PORTLAND,8.0,9399855.411548259,43.727658,-70.0769348,0.00016819443276427552,47564.0,43.60636289999999,-70.3460949,ME,2001.0
3551,CAPE ELIZABETH,2.0,9356163.355238749,43.634371,-70.12448990000001,0.00021853146853146853,9152.0,43.500085,-70.29254300000001,ME,2001.0
3552,AUGUSTA,2.0,9556721.157609625,44.3917829,-69.625485,0.00010677486519673269,18731.0,44.275081,-69.83589909999999,ME,2001.0
3553,HALLOWELL,2.0,9560476.564752098,44.314703,-69.77836090000001,0.0008032128514056225,2490.0,44.2617021,-69.85263990000001,ME,2001.0
3554,ALPENA,2.0,14139046.646822823,45.105954,-83.369186,0.00017599436818021823,11364.0,45.041799,-83.476641,MI,2001.0
3555,NEW BUFFALO,2.0,13141052.018114844,41.8087469,-86.71923890000002,0.0009041591320072332,2212.0,41.77355,-86.76531379999999,MI,2001.0
3556,COLDWATER,2.0,12718760.84098004,41.995064,-84.956929,0.00015669069257286117,12764.0,41.9165799,-85.04756979999998,MI,2001.0
3557,BATTLE CREEK,2.0,12994752.691989306,42.3594329,-85.131951,0.0002232142857142857,8960.0,42.246071,-85.298024,MI,2001.0
3558,CHEBOYGAN,2.0,14864298.927135201,45.669849,-84.43302709999998,0.00011213276519398969,17836.0,45.6198179,-84.49848990000002,MI,2001.0
3559,ST. JOHNS,2.0,13220128.451132424,43.0235919,-84.5328609,6.572245407643522e-05,30431.0,42.979594,-84.57483,MI,2001.0
3560,FENTON,2.0,12838210.36253504,42.819807,-83.684301,0.00018800526414739614,10638.0,42.7780319,-83.75196190000003,MI,2001.0
3561,TRAVERSE CITY,2.0,14674449.561482245,44.7825729,-85.550775,0.00013832215229268968,14459.0,44.7151419,-85.65924,MI,2001.0
3562,HILLSDALE,2.0,12591925.496804737,41.9569699,-84.59835600000002,0.0002416626389560174,8276.0,41.89812,-84.67039179999998,MI,2001.0
3563,LAKE LINDEN,2.0,17406989.580951363,47.203992,-88.39514890000002,0.0018399264029438822,1087.0,47.1820589,-88.417783,MI,2001.0
3564,BAD AXE,2.0,13217739.687470749,43.820431,-82.973559,8.65838347980432e-05,23099.0,43.787787,-83.02097590000002,MI,2001.0
3565,BALDWIN,2.0,14203476.642175162,43.9082248,-85.84165390000003,0.00017554638813306416,11393.0,43.886137,-85.866419,MI,2001.0
3566,ADRIAN,2.0,12402279.77288646,41.9254398,-84.009851,9.221689413500554e-05,21688.0,41.87487700000001,-84.089184,MI,2001.0
3567,BRIGHTON,2.0,12697924.704964206,42.551464,-83.76346190000002,0.0002969121140142518,6736.0,42.5073409,-83.81074179999997,MI,2001.0
3568,UTICA,2.0,12523466.333025062,42.6371819,-82.992974,3.0533418826906046e-05,65502.0,42.6164161,-83.04582590000003,MI,2001.0
3569,LUDINGTON,2.0,14436727.456200277,43.977723,-86.415739,0.00023806689679800025,8401.0,43.935319,-86.462818,MI,2001.0
3570,MIDLAND,2.0,13503826.234050266,43.6836799,-84.153922,4.798234249796075e-05,41682.0,43.5652769,-84.3184831,MI,2001.0
3571,MONROE,4.0,12218658.706305042,41.9508681,-83.3335119,3.553376151515959e-05,112569.0,41.886811,-83.442172,MI,2001.0
3572,GREENVILLE,4.0,13553913.474947985,43.206496,-85.218471,0.0005014416447285947,7977.0,43.1586349,-85.29316390000002,MI,2001.0
3573,HOWARD CITY,2.0,13755835.664161392,43.406661,-85.45252099999998,0.0012554927809165098,1593.0,43.3813139,-85.487579,MI,2001.0
3574,NORTON SHORES,2.0,13862814.387475556,43.2060819,-86.2051828,8.831581736288969e-05,22646.0,43.117759,-86.3211,MI,2001.0
3575,ROYAL OAK,2.0,12494789.969855716,42.54032,-83.1107361,3.312409943854651e-05,60379.0,42.4741689,-83.2043801,MI,2001.0
3576,SOUTHFIELD,2.0,12509452.004068203,42.517463,-83.2005219,2.5410054758668004e-05,78709.0,42.4420329,-83.31989509999998,MI,2001.0
3577,EVART,2.0,14016023.125001911,43.915004,-85.251094,0.0011448196908986834,1747.0,43.886488,-85.3062969,MI,2001.0
3578,HOLLAND,2.0,13560408.82637101,42.8025668,-86.0470248,7.144643303683063e-05,27993.0,42.7293419,-86.16698690000003,MI,2001.0
3579,PORT HURON,8.0,12557790.561167037,43.0412479,-82.3987059,8.542171633583548e-05,93653.0,42.9368589,-82.46652990000003,MI,2001.0
3580,ALGONAC,2.0,12373507.638218157,42.632826,-82.51577890000002,0.00043131334914815614,4637.0,42.60758,-82.551475,MI,2001.0
3581,COLON,4.0,12817555.128472857,41.9708479,-85.3088609,0.0032441200324412004,1233.0,41.9447149,-85.3465679,MI,2001.0
3582,CONSTANTINE,2.0,12843420.082831934,41.849385,-85.6435479,0.000949667616334283,2106.0,41.82408289999999,-85.67823879999997,MI,2001.0
3583,CROSWELL,2.0,12780115.982825467,43.286992,-82.5950441,0.0008064516129032258,2480.0,43.2573189,-82.6349559,MI,2001.0
3584,CARO,2.0,13155019.46842284,43.50983400000001,-83.374062,5.66331587144273e-05,35315.0,43.467779,-83.42681379999998,MI,2001.0
3585,ANN ARBOR,4.0,12530656.026842196,42.32397279999999,-83.6758069,3.489640130861505e-05,114625.0,42.222668,-83.799572,MI,2001.0
3586,GARDEN CITY,10.0,12444073.122847952,42.3406359,-83.31086690000002,0.00033107101473266014,30205.0,42.3101659,-83.3794059,MI,2001.0
3587,LIVONIA,2.0,12495145.812564969,42.4420329,-83.3128248,1.9787286668315607e-05,101075.0,42.3524649,-83.436216,MI,2001.0
3588,CADILLAC,4.0,14287371.223528534,44.2813299,-85.3763169,0.00039789117676315526,10053.0,44.2228939,-85.45689300000002,MI,2001.0
3589,COLUMBIA HEIGHTS,2.0,17647526.864859764,45.0644511,-93.226929,0.00010684331427960895,18719.0,45.0354648,-93.272526,MN,2001.0
3590,MANKATO,2.0,17241148.852371227,44.2413669,-93.9060789,6.1022120518688026e-05,32775.0,44.125596,-94.0488249,MN,2001.0
3591,SOUTH SAINT PAUL,2.0,17438041.989147857,44.919531,-93.0100761,9.811616954474098e-05,20384.0,44.848124,-93.065395,MN,2001.0
3592,EAGAN,2.0,17435565.93955032,44.8619769,-93.1048121,3.11337349585143e-05,64239.0,44.7753109,-93.228115,MN,2001.0
3593,INVER GROVE HEIGHTS,2.0,17402978.754861224,44.884729,-93.004711,6.651147322913203e-05,30070.0,44.775174,-93.1070899,MN,2001.0
3594,BROOKLYN PARK,4.0,17728045.602576043,45.1520559,-93.278327,5.87276651348534e-05,68111.0,45.065582,-93.4023059,MN,2001.0
3595,MINNEAPOLIS,46.0,17589852.90222124,45.05125,-93.193794,0.00011894726498864829,386726.0,44.890144,-93.329163,MN,2001.0
3596,MINNETONKA,2.0,17637323.853488546,44.97884000000001,-93.39906,3.8571318367661804e-05,51852.0,44.891272,-93.5233429,MN,2001.0
3597,PLYMOUTH,2.0,17705965.236900687,45.06626,-93.40037,3.0029579135448416e-05,66601.0,44.978263,-93.5226519,MN,2001.0
3598,SAINT LOUIS PARK,2.0,17613804.54193989,44.978702,-93.3285261,4.484304932735426e-05,44600.0,44.9195659,-93.410629,MN,2001.0
3599,ST. PAUL,2.0,17507140.294871494,44.992016,-93.0043198,6.890991406933716e-06,290234.0,44.887399,-93.207787,MN,2001.0
3600,NORTHFIELD,2.0,17153110.366060566,44.4816229,-93.129051,0.00011927480916030534,16768.0,44.427534,-93.2019229,MN,2001.0
3601,DULUTH,2.0,18554926.526313923,46.8807361,-91.920616,2.276581939875471e-05,87851.0,46.6492409,-92.301192,MN,2001.0
3602,SHAKOPEE,2.0,17510977.81580854,44.8128099,-93.398826,9.620472365193131e-05,20789.0,44.717563,-93.559669,MN,2001.0
3603,SAVAGE,2.0,17462134.306015074,44.798763,-93.328482,9.371192952862899e-05,21342.0,44.7172629,-93.398927,MN,2001.0
3604,WABASHA,2.0,16675963.745958587,44.3942531,-91.970266,0.00018552875695732838,10780.0,44.351401,-92.089349,MN,2001.0
3605,BUFFALO,2.0,17981825.82818476,45.2123311,-93.827068,0.00019598236158745714,10205.0,45.1373819,-93.910116,MN,2001.0
3606,CAPE GIRARDEAU,2.0,11160854.611581558,37.389916,-89.4908651,5.6231900357072566e-05,35567.0,37.2182449,-89.620707,MO,2001.0
3607,SPRINGFIELD,2.0,12031605.590284366,37.2708071,-93.1786431,1.3113808184327688e-05,152511.0,37.0874019,-93.414006,MO,2001.0
3608,INDEPENDENCE,4.0,13594116.460351987,39.139788,-94.2159228,3.509202884564771e-05,113986.0,39.017679,-94.4815,MO,2001.0
3609,ROLLA,2.0,12123927.032618962,37.992298,-91.6693809,0.00012144765606023804,16468.0,37.9150349,-91.814652,MO,2001.0
3610,HELENA,10.0,27239891.81218297,46.627493,-111.948106,0.0003869370066553165,25844.0,46.5592229,-112.083282,MT,2001.0
3611,MISSOULA,4.0,28566280.232206617,46.950046,-113.909851,6.993618323280007e-05,57195.0,46.802597,-114.1264831,MT,2001.0
3612,HASTINGS,2.0,15964777.083757957,40.644673,-98.345372,8.301510874979246e-05,24092.0,40.5613309,-98.4675429,NB,2001.0
3613,OMAHA,2.0,15739881.379971273,41.39317,-95.871141,5.122216075562931e-06,390456.0,41.1905479,-96.2913561,NB,2001.0
3614,LINCOLN,4.0,15563249.315344697,40.8899361,-96.5773068,1.771157584318171e-05,225841.0,40.7112819,-96.8041498,NB,2001.0
3615,MCCOOK,2.0,16365918.285055112,40.225685,-100.57789,0.00024990628514307136,8003.0,40.1853368,-100.6622879,NB,2001.0
3616,LOUP CITY,2.0,16685750.645655546,41.28658710000001,-98.9569629,0.0006020469596628537,3322.0,41.26269600000001,-98.9766629,NB,2001.0
3617,CHARLOTTE,4.0,8098402.284302603,35.393133,-80.67010400000002,6.284772467668774e-06,636459.0,35.0131739,-81.00955390000001,NC,2001.0
3618,MANDAN,2.0,22324939.99018063,46.873832,-100.820661,0.0001210946960523129,16516.0,46.785566,-100.9714081,ND,2001.0
3619,WAHPETON,4.0,19979907.14266515,46.300731,-96.5935218,0.00043015377997634156,9299.0,46.2312071,-96.632315,ND,2001.0
3620,JAMESTOWN,2.0,21431492.21577714,46.942924,-98.6151418,0.0001303780964797914,15340.0,46.877392,-98.7586689,ND,2001.0
3621,BELMONT,2.0,9652477.741848905,43.5307338,-71.395009,0.00029226947245360223,6843.0,43.4093909,-71.54697490000002,NH,2001.0
3622,GILFORD,2.0,9669570.709020047,43.6409419,-71.31129890000003,0.00028851702250432774,6932.0,43.4810949,-71.45855990000003,NH,2001.0
3623,LOUDON,2.0,9578149.827768289,43.4020499,-71.3469829,0.0004380201489268506,4566.0,43.2452389,-71.5249349,NH,2001.0
3624,PORTSMOUTH,12.0,9286356.454386791,43.0995871,-70.72800490000002,0.0005666525003541578,21177.0,43.013672,-70.82299909999998,NH,2001.0
3625,ENGLEWOOD,4.0,9148654.768646494,40.9134581,-73.949229,0.0001513947238938723,26421.0,40.8655679,-73.99457190000003,NJ,2001.0
3626,WESTMONT,2.0,8975105.94317142,39.92579600000001,-75.037615,0.00013538211602247342,14773.0,39.888518,-75.1033099,NJ,2001.0
3627,MAGNOLIA,2.0,8943952.86145516,39.8630039,-75.02216700000002,0.000449842555105713,4446.0,39.8492589,-75.049815,NJ,2001.0
3628,CAPE MAY,2.0,8507585.553788604,38.9521469,-74.8687019,0.00012090436464756378,16542.0,38.928519,-74.93880109999998,NJ,2001.0
3629,WEST ORANGE,2.0,9176849.806092808,40.826557,-74.22089,4.413354811660083e-05,45317.0,40.7573919,-74.3050489,NJ,2001.0
3630,GLASSBORO,2.0,8895459.612216325,39.73739000000001,-75.054785,0.00010402038799604722,19227.0,39.678584,-75.168261,NJ,2001.0
3631,HOBOKEN,2.0,9097992.472314727,40.7590989,-74.0137841,5.141652527122217e-05,38898.0,40.7303209,-74.044117,NJ,2001.0
3632,JERSEY CITY,2.0,9094586.618848605,40.768867,-74.02040500000003,8.262584949701513e-06,242055.0,40.661622,-74.11705690000002,NJ,2001.0
3633,FLEMINGTON,2.0,9195819.572879782,40.5191048,-74.850499,0.00010013016921998598,19974.0,40.4977599,-74.8694941,NJ,2001.0
3634,TRENTON,14.0,9042782.304049306,40.248298,-74.728904,0.0003888456838129097,36004.0,40.183809,-74.819507,NJ,2001.0
3635,LAWRENCEVILLE,2.0,9072380.976538915,40.3121821,-74.725992,6.802258349772124e-05,29402.0,40.289949,-74.750924,NJ,2001.0
3636,PRINCETON,2.0,9076962.098720819,40.3917548,-74.6175079,0.00012376237623762376,16160.0,40.3048718,-74.722177,NJ,2001.0
3637,NEW BRUNSWICK,4.0,9084153.309340071,40.50953300000001,-74.3924118,8.166932091959655e-05,48978.0,40.467221,-74.48952390000002,NJ,2001.0
3638,WEST LONG BRANCH,2.0,8893232.722517783,40.3048549,-74.001402,0.00024018253872943438,8327.0,40.2721698,-74.03845,NJ,2001.0
3639,DENVILLE,2.0,9273831.905491134,40.935156,-74.4385679,0.000125344697919278,15956.0,40.833144,-74.53357290000002,NJ,2001.0
3640,WHIPPANY,2.0,9228216.327062497,40.8446561,-74.383983,0.00015378700499807767,13005.0,40.8128429,-74.42284120000002,NJ,2001.0
3641,BRICKTOWN,2.0,8817047.667530842,40.1370359,-74.0511199,2.6057613383190233e-05,76753.0,40.0012168,-74.1605699,NJ,2001.0
3642,PENNSVILLE,2.0,8957007.136725292,39.698813,-75.46332690000001,0.0001503307276007216,13304.0,39.56933,-75.5597921,NJ,2001.0
3643,BEDMINSTER,4.0,9225434.161932562,40.7296999,-74.624162,0.00047784016246565523,8371.0,40.615956,-74.7307699,NJ,2001.0
3644,HAMBURG,2.0,9416049.221459515,41.1611628,-74.560975,0.0006387735547748323,3131.0,41.1367639,-74.58292,NJ,2001.0
3645,WASHINGTON,2.0,9338886.180381197,40.768524,-74.962106,0.00031746031746031746,6300.0,40.74465410000001,-74.9993811,NJ,2001.0
3646,NEWARK,6.0,9129619.428360129,40.788664,-74.1127869,2.1753080780065478e-05,275823.0,40.6739029,-74.2513239,NJ,2001.0
3647,ALBUQUERQUE,12.0,14005805.307967983,35.2180539,-106.4711629,0.00011111934217349434,107992.0,34.946765899999995,-106.881796,NM,2001.0
